W_years,MAE_mw,MAPE_pct,coverage_pct,mean_signed,rms_signed,n_rows
1.0,693.6345745299266,4.128050862921291,27.35,-13.390287779716372,925.9885746685379,12000
2.0,681.5930688423524,4.060174550413779,26.316666666666666,15.141626307052812,917.157874546894,12000
3.0,670.114424572358,3.9987200171912125,25.458333333333332,-10.418201677574096,900.2002400536129,12000
5.0,668.5385699387568,4.0081509619245015,25.366666666666664,15.119029279126606,900.5219849208345,12000
10.0,670.9246852687438,4.041294433258949,25.34166666666667,99.47080540631444,914.1325193206865,12000
