"","DATE","MEAN_TEMPERATURE","MIN_TEMPERATURE","MAX_TEMPERATURE","TOTAL_PRECIPITATION","TOTAL_SNOW","SNOW_ON_GROUND","DIRECTION_MAX_GUST","SPEED_MAX_GUST","COOLING_DEGREE_DAYS","HEATING_DEGREE_DAYS","MIN_REL_HUMIDITY","MAX_REL_HUMIDITY","ALLSKY_SFC_SW_DWN","HOEP","Demand","Hour.1.Predispatch","Hour.2.Predispatch","Hour.3.Predispatch","OR.10.Min.Sync","OR.10.Min.non.sync","OR.30.Min"
"11","2020-01-11",3.07777777777778,2.55555555555556,3.63333333333331,50.2571428571429,0.3,-0.15,2.6666666666667,2.9333333333333,0,-3.0777777777778,23.6666666666666,0,-0.40538461538462,-4.15250000000003,-12162,4.91833333333333,4.31666666666667,4.765,2.72458333333333,0.177083333333333,0.177083333333333
"12","2020-01-12",-9.98888888888889,-8.44444444444444,-11.4888888888889,-48.5285714285714,-0.05,0.55,7.5333333333333,6.4666666666667,0,9.9888888888889,-17.8333333333333,-2.5,3.27538461538462,10.6258333333333,3362,10.3020833333333,9.12958333333333,10.6154166666667,1.53666666666667,0.875833333333333,0.484166666666667
"13","2020-01-13",0.8,0.633333333333329,0.966666666666667,-8.15714285714286,-0.15,-0.4,-24.2,-10.3,0,-0.800000000000001,12.6,-1.23333333333331,-2.52307692307692,3.2170833333333,13135,20.7895833333333,20.7675,20.8270833333333,3.58041666666667,1.22125,0.4625
"14","2020-01-14",2.89365079365079,4.03968253968254,1.71428571428571,-0.114285714285714,-0.1,0,0.66666666666667,2.5,0,-2.8936507936508,-5.59999999999999,3.06666666666671,0.99538461538461,-5.9120833333333,-1419,18.1358333333333,17.8583333333333,18.7954166666667,7.36458333333333,6.7925,5.00041666666667
"15","2020-01-15",1.64107142857143,2.12142857142857,1.11071428571429,0.142857142857143,0.25,0.1,20.8333333333333,-2,0,-1.6410714285714,-17.4,-7.26666666666669,-0.34153846153846,-1.0316666666667,-2084,17.21375,16.7325,18.0145833333333,3.03,2.55375,1.84666666666667
"16","2020-01-16",-5.52361111111111,-8.45,-2.525,0,-0.1,0.5,2.1,13.2,0,5.5236111111111,-0.766666666666701,3.09999999999999,2.05384615384615,-3.53041666666663,1781,11.2275,12.2583333333333,13.4604166666667,4.92375,4.06166666666667,2.595
"17","2020-01-17",-7.75555555555559,-7.0777777777778,-8.44444444444444,-0.142857142857143,-0.15,-0.75,-6.6,-18.2,0,7.7555555555556,-10.8333333333333,-19.3333333333333,2.99615384615385,68.7254166666666,6335,21.2983333333333,20.6608333333333,20.3491666666667,54.3270833333333,54.0883333333333,53.8845833333333
"18","2020-01-18",7.37777777777781,5.64444444444447,9.12222222222222,16.7571428571429,18.05,1.75,-11.2,16.6,0,-7.3777777777778,17,22.6333333333333,-6.80846153846154,-62.3591666666666,-8053,16.6541666666667,16.5941666666667,15.9408333333333,4.835,4.11083333333333,4.10958333333333
"19","2020-01-19",-1.78888888888889,-0.811111111111069,-2.76666666666667,-16.3857142857143,-17.45,13,14.8,-6.8,0,1.7888888888889,-6.8333333333333,-8.9666666666667,3.13461538461539,-3.8391666666667,-5556,13.0729166666667,11.32,11.6483333333333,2.46125,1.88208333333333,1.88208333333333
"20","2020-01-20",-4.54444444444444,-4.9888888888889,-4.07777777777778,-0.285714285714285,-0.6,-1,4.0666666666667,-9.8,0,4.5444444444444,-15.8333333333334,-0.3333333333333,4.64692307692307,7.4929166666667,15417,20.6954166666667,20.75625,21.0825,4.39916666666667,3.38875,3.17458333333333
"21","2020-01-21",2.27777777777778,2.0555555555555,2.47777777777778,-0.0857142857142857,0,-0.6,-7,1.6666666666667,0,-2.2777777777778,17.5,-1.8333333333333,-5.79538461538461,-3.01375,-371,19.1195833333333,18.7875,19.1729166666667,4.32625,4.14041666666667,3.95375
"22","2020-01-22",4.13333333333333,5.36666666666669,2.92222222222222,0,0,-1.2,-4.6666666666667,2.9333333333333,0,-4.1333333333333,2.3333333333334,-2.1666666666667,2.21307692307692,-5.1854166666667,-2391,NA,NA,NA,8.39291666666667,7.99916666666667,7.09958333333333
"23","2020-01-23",1.62222222222222,0.92222222222222,2.32222222222223,0.1,0,-2,NA,NA,0,-1.6222222222222,-11.8333333333334,6.1666666666667,-0.25846153846154,1.9833333333333,-3633,16.04625,15.7529166666667,17.9216666666667,6.185,5.95833333333333,5.77708333333333
"24","2020-01-24",3.21111111111111,5.56666666666667,0.75555555555555,20.2428571428571,0,-2,NA,NA,0,-3.2111111111111,-1.8333333333333,2.5,1.06769230769231,-10.4133333333333,-2744,10.7575,11.6079166666667,11.6495833333333,15.9445833333333,15.65125,10.7841666666667
"25","2020-01-25",0.78888888888889,2.45555555555555,-0.87777777777778,-13.0857142857142,0,-5.6,1.46666666666667,-2.6666666666667,0,-0.788888888888899,35.1666666666667,5.3333333333333,-4.39153846153846,4.67458333333333,-9317,11.55375,11.5920833333333,9.35375,11.0054166666667,10.4425,10.33
"26","2020-01-26",-0.0736111111111097,-0.60833333333333,0.46666666666667,-5.89047619047619,0.0666666666666667,-1.1,13.5333333333333,-10.6666666666667,0,0.0736111111111004,-8.8333333333334,-2.8333333333333,0.95769230769231,-3.46333333333333,-4176,7.61916666666667,7.06,3.85,11.29375,9.97708333333333,9.97708333333333
"27","2020-01-27",-1.2375,-0.713888888888889,-1.77777777777778,-1.13809523809524,-0.0666666666666667,-0.9,9.4666666666667,-1.3333333333333,0,1.2375,-4.8333333333333,-4.8333333333334,1.14307692307692,12.61,13503,15.18625,14.7845833333333,13.0816666666667,14.8404166666667,14.4966666666667,13.4466666666667
"28","2020-01-28",-1.03333333333333,-1.91111111111111,-0.1,-0.171428571428572,0,-0.2,-11,1.2,0,1.0333333333333,-8.1666666666667,0,0.57153846153846,-1.53625,1427,16.6654166666667,16.61125,18.5820833333333,9.05,8.94916666666667,8.64958333333333
"29","2020-01-29",-5.05555555555556,-6.11111111111111,-3.94444444444444,-0.0571428571428571,0,-0.15,-3.3,-3.7,0,5.0555555555556,-15.5,-7.8333333333333,3.44307692307692,2.3679166666667,2831,17.4425,17.7104166666667,19.23375,3.54416666666667,2.8075,0.810833333333333
"30","2020-01-30",0.23333333333333,0.0888888888888903,0.37777777777778,0,0,0,-10.5,0,0,-0.233333333333299,20.3333333333334,5,-1.76538461538461,2.7,1289,20.64,20.86625,21.1858333333333,4.90708333333333,4.88333333333333,3.06833333333333
"31","2020-01-31",3.26666666666667,3.36666666666666,3.13333333333333,0.285714285714286,0.5,-0.05,8,NA,0,-3.2666666666667,0.3333333333333,4.3333333333333,-2.05538461538462,-1.0295833333334,-1762,19.7558333333333,19.6145833333333,20.1425,2.27208333333333,1.73291666666667,0.260833333333333
"32","2020-02-01",0.17777777777778,0.81111111111112,-0.411111111111112,1.15714285714285,1.65,0,4,NA,0,-0.177777777777798,0,3.6666666666667,-0.13230769230769,-5.3604166666666,-11876,15.5725,15.5929166666667,17.5270833333333,6.81875,6.45083333333333,6.13416666666667
"33","2020-02-02",1.65555555555555,1.67777777777777,1.58888888888889,3.3,0.45,2.6,0.5,1,0,-1.6555555555555,14.1666666666667,1.8333333333333,-1.68923076923077,-3.8433333333334,-3183,12.6016666666667,12.8441666666667,14.1,6.70541666666667,5.62458333333333,4.76208333333333
"34","2020-02-03",2.56666666666667,1.65555555555556,3.42222222222222,-4.67142857142857,-2.6,-0.6,8.5,11.5,0,-2.5666666666667,-27.3333333333334,-6,6.62538461538462,2.94125,7464,16.5095833333333,16.9033333333333,16.6125,5.3425,4.92666666666667,4.39625
"35","2020-02-04",-2.92222222222222,-2.62222222222222,-3.17777777777778,-0.0714285714285714,0,-1.2,3.4,0,0,2.9222222222222,1,-16.3333333333333,-6.05153846153847,-0.2766666666666,3332,17.61625,17.68375,18.1620833333333,7.29916666666667,6.95291666666667,3.21666666666667
"36","2020-02-05",-5.30138888888889,-4.90416666666667,-5.71111111111111,1.83333333333333,2.33333333333333,0,1,0.600000000000001,0,5.3013888888889,-17,12.5,6.78384615384616,3.6216666666666,3876,19.6120833333333,19.4954166666667,19.9283333333333,2.42708333333333,1.64125,0.413333333333333
"37","2020-02-06",1.32361111111111,2.14861111111111,0.51111111111111,2.46666666666667,2.76666666666667,2.2,-28.8,-9,0,-1.3236111111111,31.8333333333334,4.1666666666667,-7.85,0.792499999999997,2560,19.2745833333333,19.28375,20.2775,3.58416666666667,3.19125,1.61916666666667
"38","2020-02-07",-2.01111111111111,-2.81111111111111,-1.17777777777778,-3.21428571428571,-3.3,4.2,28.2,13,0,2.0111111111111,-18.5,-5.5,1.44461538461538,-4.4629166666666,293,16.46625,16.2291666666667,18.5216666666667,3.52875,2.53666666666667,0.90125
"39","2020-02-08",-4.7333333333333,-6.4555555555556,-3.01111111111111,-0.78571428571429,-1.55,0.6,2.2,-10.6,0,4.7333333333333,-7.1666666666667,-12.8333333333334,5.2623076923077,8.38625,-7915,18.7745833333333,18.57125,18.66875,5.04416666666667,2.25458333333333,1.88291666666667
"40","2020-02-09",5.68888888888886,3.1666666666667,8.22222222222222,5.25714285714286,6,-1.6,-15.5,6,0,-5.6888888888889,24.5,24.1666666666667,-3.74076923076924,-5.4083333333334,-4211,17.72875,17.3175,18.3733333333333,2.84,1.81041666666667,1.32666666666667
"41","2020-02-10",7.03333333333333,11.4555555555556,2.47777777777778,-4.02857142857143,-6.2,5.4,10,-13,0,-7.0333333333333,-4.8333333333333,-0.3333333333333,1.42153846153847,2.8054166666667,6809,16.8916666666667,16.9520833333333,18.08625,5.71083333333333,4.13,2.42958333333333
"42","2020-02-11",-1.01111111111111,-0.911111111111107,-1.06666666666666,-1.52857142857143,-0.05,-5,-0.899999999999999,7,0,1.0111111111111,-12.6666666666667,-16,1.34,-4.425,-399,18.1175,18.2658333333333,20.1358333333333,4.54375,4.20541666666667,1.5725
"43","2020-02-12",-1.42222222222222,-1.72222222222223,-1.03333333333334,1.04285714285714,3.05,-2.4,-5.9333333333333,3,0,1.4222222222222,2,4.1666666666666,1.53,1.3220833333333,-520,13.6783333333333,14.15,16.7583333333333,12.25375,11.9145833333333,7.50958333333333
"44","2020-02-13",-5.64444444444445,-9.74444444444443,-1.56666666666666,1.18571428571429,0.75,3.8,11.1333333333333,6,0,5.6444444444445,-0.1666666666667,8.8333333333334,-4.03307692307693,3.405,6087,18.3733333333333,18.33125,18.8154166666667,3.31208333333333,2.79583333333333,1.57708333333333
"45","2020-02-14",-8.45555555555551,-8.2222222222222,-8.66666666666667,-2.14285714285714,-3.8,0,-8.1333333333333,-10,0,8.4555555555555,-8.1666666666666,-23.5,4.88923076923078,2.5458333333334,4932,20.83625,20.8470833333333,20.2291666666667,5.4275,5.1,2.50416666666667
"46","2020-02-15",9.35555555555551,9.1777777777777,9.51111111111111,0,0.05,-2.2,-2.8666666666667,16.2,0,-9.3555555555555,5.8333333333333,12.1666666666666,-0.333076923076931,-11.44625,-14198,14.7125,14.94875,16.0220833333333,3.92958333333333,3.18375,2.60541666666667
"47","2020-02-16",5.53333333333333,8.30000000000004,2.74444444444444,-0.0285714285714286,-0.05,-0.4,4.5333333333333,-9.8666666666667,0,-5.5333333333333,-2,-3.3333333333333,-0.553846153846161,1.80541666666663,-11758,12.7104166666667,12.8179166666667,13.09,3.41041666666667,1.51625,0.820833333333333
"48","2020-02-17",-2.94444444444444,-2.57777777777777,-3.28888888888888,3.2,4,-1.6,-17.3333333333333,0.6666666666667,0,2.9444444444444,-2.6666666666667,1.8333333333333,2.61692307692309,2.71625,1022,18.3179166666667,18.5775,19.4458333333333,5.9225,3.82666666666667,0.6825
"49","2020-02-18",4.36666666666667,3.83333333333333,4.84444444444444,0.71428571428571,-2.6,5,18,8.2,0,-4.3666666666667,7.8333333333334,16.6666666666667,-7.9123076923077,-3.2058333333333,14924,15.9879166666667,13.0975,15.515,9.99083333333333,8.61291666666667,8.19333333333333
"50","2020-02-19",-4.64444444444445,-3.11111111111111,-6.13333333333333,-3.97142857142857,-1.4,-5,3.4,-7.40000000000001,0,4.6444444444445,-10.1666666666667,-27.8333333333333,4.65769230769231,1.8770833333333,2349,18.0395833333333,17.9520833333333,18.6633333333333,1.68291666666667,0.790416666666667,0.34375
"51","2020-02-20",-4.51111111111111,-4.93333333333329,-4.07777777777778,0.142857142857143,0,-1,1.6,-10.1333333333333,0,4.5111111111111,1.5,7.6666666666666,1.04384615384615,6.9695833333334,2516,21.6804166666667,20.9370833333333,21.08125,2.87916666666667,2.18,1.61125
"52","2020-02-21",2.52222222222222,-0.588888888888901,5.66666666666667,-0.114285714285714,0,1,-11.2,10.1333333333333,0,-2.5222222222222,-9.8333333333333,-0.1666666666666,4.54153846153844,-11.8629166666667,-1999,14.6695833333333,15.6529166666667,15.7429166666667,8.38625,7.97666666666667,7.97666666666667
"53","2020-02-22",5.37777777777778,6.52222222222219,4.18888888888888,0,0,0,4.2,-2.8,0,-5.3777777777778,11.5,0.6666666666666,-0.4738461538461,-6.22708333333333,-15179,7.895,7.83083333333333,8.71083333333333,1.89375,1.615,1.615
"54","2020-02-23",2.42222222222222,2.12222222222222,2.68888888888889,0.0857142857142854,0,-1.25,-5.6,-4.2,0,-2.4222222222222,-7.1666666666667,2.6666666666667,-0.390000000000001,-0.30041666666667,-6981,7.34458333333333,7.90458333333333,8.39208333333333,1.48166666666667,1.10458333333333,1.10458333333333
"55","2020-02-24",1.57777777777778,2.13333333333333,1,0.642857142857143,0.25,-0.25,-8.4,-5.8,0,-1.5777777777778,7.1666666666667,3.8333333333333,-1.3061538461539,12.7441666666667,11869,14.3670833333333,13.975,15.08875,3.93708333333333,3.03875,1.07708333333333
"56","2020-02-25",-1.41111111111111,0.977777777777778,-3.78888888888889,0.1,0.7,-0.5,-4,1,0,1.4111111111111,7.3333333333333,10.3333333333334,-7.2030769230769,-1.7325,4756,16.0645833333333,16.3608333333333,18.00375,1.11,0.5125,0.5125
"57","2020-02-26",-3.41111111111111,-3.68888888888889,-3.02222222222222,9.55714285714284,12.4,0.2,8,5,0,3.4111111111111,0.6666666666667,0,-1.19076923076923,3.6979166666666,4688,18.6875,18.6516666666667,19.28375,1.57125,1.49416666666667,1.00125
"58","2020-02-27",-3.83333333333333,-2.87777777777777,-4.84444444444444,-9.57142857142856,-12.75,12,13,34.6,0,3.8333333333333,2,-5.1666666666667,5.11692307692308,-0.411666666666601,2604,NA,NA,NA,4.42916666666667,4.27833333333333,4.2775
"59","2020-02-28",-2,-3.63333333333334,-0.35555555555556,0.0571428571428571,1.2,-2.4,-2.6,-12.4,0,2,-0.8333333333334,0,-0.379230769230769,-0.9491666666667,1474,17.6233333333333,17.6891666666667,16.9,2.11875,1.8825,1.8825
"60","2020-02-29",-2.87777777777778,-5.33333333333332,-0.42222222222222,-0.728571428571429,-1.8,0,4.6,-17.8666666666667,0,2.8777777777778,-7.8333333333333,-9,2.12307692307692,3.4058333333333,-11001,18.70625,18.6479166666667,19.3179166666667,0.860416666666667,0.850833333333333,0.480416666666667
"61","2020-03-01",4.82222222222222,2.3777777777778,7.27777777777778,1.07142857142857,0,-2.2,-14,-8,0,-4.8222222222222,-4.1666666666667,3.5,1.8146153846154,-2.9725,-6950,16.0345833333333,15.9458333333333,16.27125,2.05833333333333,1.69833333333333,1.48083333333333
"62","2020-03-02",7.17777777777778,11.6,2.66666666666666,2.8,0,-4,6.3333333333333,1.3333333333334,0,-7.1777777777778,19.1666666666667,12.5,-9.1546153846154,-3.0466666666666,8831,13.1295833333333,13.48875,14.21875,1.60791666666667,1.45666666666667,1.03208333333333
"63","2020-03-03",-0.75555555555556,0.711111111111111,-2.24444444444444,7.44285714285716,0,-2.4,5.3333333333334,6,0,0.755555555555601,12,0.1666666666667,0.983076923076919,7.71125,2127,18.4216666666667,17.49625,18.2745833333333,3.37958333333333,3.00166666666667,2.99791666666667
"64","2020-03-04",1.75555555555556,1.17777777777778,2.35555555555556,-11.2857142857143,0,-1,3.3333333333333,2.7333333333333,0,-1.7555555555556,-23.1666666666667,-12.3333333333334,7.16999999999998,-5.7670833333334,-2709,14.7045833333333,14.4420833333333,13.8779166666667,1.95375,1.63958333333333,1.63625
"65","2020-03-05",-2.06666666666667,-3.03333333333333,-1.07777777777778,-0.042857142857143,0,-1.2,1,-5.4,0,2.0666666666667,-11.3333333333333,0.3333333333334,5.6907692307693,6.7358333333334,-2382,18.8870833333333,18.77,18.5470833333333,3.47041666666667,3.25458333333333,1.6275
"66","2020-03-06",-0.966666666666666,0.47777777777778,-2.4,0.828571428571429,0.9,-0.6,-28.4,3.2,0,0.966666666666701,13.8333333333333,3.8333333333333,-11.3361538461539,-3.6233333333334,2963,18.5520833333333,18.1308333333333,17.7391666666667,3.93,3.82208333333333,3.82208333333333
"67","2020-03-07",-2.34444444444444,-5.36666666666667,0.72222222222222,-0.828571428571429,-0.9,0.1,16.7333333333333,-8.5333333333333,0,2.3444444444444,-21.6666666666666,-10.6666666666667,12.1861538461539,-1.1875,-11486,16.89,16.79375,17.3075,0.852916666666667,0.514583333333333,0.514583333333333
"68","2020-03-08",6.42222222222222,5.38888888888889,7.3777777777778,-0.0857142857142856,0,0,0,6.6666666666666,0,-6.4222222222222,4,3.8333333333334,-0.554615384615403,-14.1704166666666,-7715,5.53583333333333,5.38208333333333,4.355,0.136666666666667,0.136666666666667,0.136666666666667
"69","2020-03-09",6.09999999999998,7.25555555555556,4.9222222222222,2.22857142857143,0,-0.25,2.0666666666667,-0.533333333333303,0,-6.10000000000002,-1.1666666666667,4.1666666666666,-3.0192307692308,-0.0800000000000001,9071,4.32416666666667,4.42708333333333,4.19166666666667,4.65291666666667,3.39125,3.39125
"70","2020-03-10",-4.77777777777776,-4.93333333333334,-4.6,1.11428571428571,0,0,7,13,0,4.77777777777782,21.6666666666667,10.5,-7.03230769230769,10.7504166666666,2382,11.0345833333333,10.5825,11.7095833333333,3.585,3.4,3.39625
"71","2020-03-11",-6.21111111111111,-4.45555555555555,-7.91111111111111,-3.32857142857142,0,0.25,-18.8,-16.4,0,6.2111111111111,-5.6666666666667,-8,3.90230769230769,10.2466666666667,6171,19.2883333333333,19.0933333333333,19.7475,2.15,1.92458333333333,1.42666666666667
"72","2020-03-12",3.41111111111111,2.94444444444444,3.81111111111111,2.32857142857142,0,-0.25,-2.93333333333333,3.9333333333333,0,-3.4111111111111,12.5,0.8333333333334,-1.25230769230769,-6.505,-2254,17.9195833333333,18.0979166666667,19.375,3.34625,3.09208333333333,1.97333333333333
"73","2020-03-13",1.80555555555556,2.52916666666667,1.0625,1.35238095238096,0,0.416666666666667,19.3333333333333,26.8666666666667,0,-1.8055555555556,-24.5,7.1666666666666,-0.967692307692309,-11.4220833333333,-1994,4.71458333333333,4.49958333333333,3.9725,5.65875,4.8875,4.8125
"74","2020-03-14",-3.67857142857143,-2.67678571428571,-4.64821428571429,-3.76666666666667,0,-0.166666666666667,3,-18.4,0,3.6785714285714,13.5,-24,1.00846153846154,9.71625000000003,-7003,14.9954166666667,14.7683333333333,15.02375,2.26958333333333,1.51708333333333,0.43875
"75","2020-03-15",-1.59642857142857,-2.99821428571429,-0.11428571428571,0.133333333333333,0,-0.166666666666667,-10,-11.8,0,1.5964285714286,-30.6666666666667,-5.8333333333333,10.14,-0.0737500000000004,-3969,17.1008333333333,17.1470833333333,17.9279166666667,5.00041666666667,3.64916666666667,0.55375
"76","2020-03-16",-0.3625,-0.6625,-0.0375000000000001,0.65,0.466666666666667,0.166666666666667,-9.4,0,0,0.362499999999997,11.8333333333334,28,-3.5646153846153,4.7770833333333,12125,21.5741666666667,22.0475,20.8504166666667,7.95291666666667,4.46875,1.44166666666667
"77","2020-03-17",4.2625,3.7375,4.675,-0.65,-0.466666666666667,0.166666666666667,16.4,11.2,0,-4.2625,0.8333333333333,0,-7.77692307692312,-2.02625,243,18.1954166666667,18.0054166666667,17.4745833333333,3.60458333333333,3.07833333333333,2.07125
"78","2020-03-18",-3.44642857142857,-2.69107142857143,-4.18035714285714,1.24666666666667,0,-0.666666666666667,-19,-9.2,0,3.4464285714286,-2.5,-13.5,2.71461538461542,1.4283333333333,-1200,18.5179166666667,18.5645833333333,19.38125,3.44666666666667,3.16541666666667,2.9525
"79","2020-03-19",4.50892857142857,5.12857142857143,3.86785714285714,0.88666666666667,0,0.333333333333333,0.33333333333333,-1.6666666666667,0,-4.5089285714286,31.6666666666667,16,-2.97538461538465,-4.9575,-1361,16.0225,16.24625,16.2083333333333,2.99541666666667,2.78625,2.78625
"80","2020-03-20",2.1875,-4.7125,9.125,1.33333333333333,0,0,21.0666666666667,31.0666666666667,0,-2.1875,-4.3333333333334,1,1.89923076923075,-10.4658333333333,-5744,9.14125,9.55833333333333,8.97583333333333,3.58166666666667,3.07125,3.07125
"81","2020-03-21",-10.975,-5.3875,-16.525,-3.45,0,0,5,-22.8,0,10.975,-32.1666666666666,-25.8333333333333,11.1684615384616,17.0816666666667,-2678,16.0191666666667,16.0216666666667,15.4266666666667,5.58,4.7725,3.83083333333333
"82","2020-03-22",1.425,1.975,0.8875,2.98333333333333,2,0,-25.2,-4.8,0,-1.425,14.5,0.1666666666666,-1.4676923076924,-9.25625,-764,14.9929166666667,15.2579166666667,14.4379166666667,1.5025,0.23,0.23
"83","2020-03-23",3.975,5.9125,1.95,5.5,-0.73333333333333,2.41666666666667,-0.866666666666669,-5.8,0,-3.975,28,25,-14.6715384615384,5.3516666666666,10797,18.0670833333333,17.6766666666667,17.35875,0.498333333333333,0.22875,0.228333333333333
"84","2020-03-24",1.5,0.6625,2.325,-8.6,-1.26666666666667,-2.08333333333333,14.6666666666667,-2,0,-1.5,-7.3333333333334,-4.8333333333333,6.62769230769232,1.1666666666667,-6439,18.7254166666667,18.9158333333333,19.0045833333333,0.305416666666667,0.205,0.205
"85","2020-03-25",2.0375,0.475,3.6,0.133333333333334,0,0,-14.3333333333333,5,0,-2.0375,-0.8333333333333,0.8333333333333,1.8615384615385,-4.6820833333333,-3133,15.4095833333333,15.9025,15.7891666666667,1.26458333333333,0.475833333333333,0.475833333333333
"86","2020-03-26",2.04107142857143,0.317857142857143,3.8267857142857,0.013333333333333,0,0.333333333333333,21.7333333333333,3.8,0,-2.0410714285714,1.8333333333333,0.3333333333334,-4.99923076923082,-5.0916666666667,-1188,8.99291666666667,9.75541666666667,9.42666666666667,2.07875,0.935,0.6
"87","2020-03-27",-1.9,0.114285714285714,-3.95714285714284,0,0,-0.5,-14.4,-5.8,0,1.9,-8.6666666666666,-6.6666666666667,9.97000000000002,6.8441666666667,-2836,15.8383333333333,15.62875,16.2229166666667,2.63375,1.83333333333333,1.21375
"88","2020-03-28",-0.0535714285714306,0.567857142857143,-0.669642857142861,4.18666666666667,0,-0.5,-7.4,10.6,0,0.0535714285714004,1.3333333333333,9.5,-11.4923076923077,-0.554166666666699,-4637,10.64125,10.4741666666667,11.1545833333333,2.90375,2.90333333333333,2.90125
"89","2020-03-29",6.2375,3.1375,9.3125,5.26666666666666,0,0.333333333333333,15,15.8,0,-6.2375,-12.3333333333333,1,2.39538461538462,-13.81625,-2735,0.502083333333333,0.816666666666667,0.475,0.188333333333333,0.188333333333333,0.188333333333333
"90","2020-03-30",-4.5375,0.0250000000000004,-9.05,-7.01666666666666,0,0,1.4,-20.0666666666667,0,4.5375,20.6666666666666,-4.5,-2.61615384615385,5.70416666666667,9004,5.86333333333333,5.83791666666667,4.79416666666667,2.36833333333333,0.275416666666667,0.275416666666667
"91","2020-03-31",-1.5875,-0.775,-2.475,-2.36666666666667,0,0,-17.3333333333333,-1,0,1.5875,-6.3333333333333,3.5,-0.220000000000001,5.41416666666663,1943,13.6475,13.4058333333333,13.71,3.52708333333333,2.17875,1.50291666666667
"92","2020-04-01",0.5625,-2.825,3.9875,-0.15,0,-0.333333333333333,10.3333333333333,-7,0,-0.5625,-29.6666666666667,-28.3333333333333,15.2823076923077,-0.3820833333333,-4023,12.065,12.11,12.1129166666667,4.84166666666667,3.9975,1.95958333333333
"93","2020-04-02",2.2375,0.95,3.525,0.083333333333333,0,0,14.4,11.8666666666667,0,-2.2375,-12.1666666666666,0.6666666666666,0.2438461538461,-8.26208333333333,-3005,10.0525,10.3958333333333,9.465,4.66791666666667,4.04333333333333,1.26166666666667
