h,excess
0.07,1e-16
0.09510368871543722,1e-16
0.12921016581832534,1e-16
0.17554804841222907,1e-16
0.23850381358284467,1e-16
0.3240370349203931,1e-16
0.4402445328763188,1e-16
0.5981268430477495,1e-16
0.8126295584794331,1e-16
1.1040581224370167,1e-16
1.5,1e-16
