daytype,horizon,theta_h,cond_S_h,drift_err,diff_err,drift_rel,diff_rel
saturday,2,1.0,25.673912242781817,0.5089383905524052,0.013279815850499047,0.24641090076120173,0.06786042159009743
saturday,4,0.0,41.995696201018106,1.2982141525561879,0.06780049143802018,0.5544966631587365,0.13167322162970943
saturday,8,0.0,55.662737974847836,2.3809451779519044,0.520725336048299,1.0132018910180645,0.43252221244617395
saturday,12,0.0,66.7401180819975,1.5709077275409815,1.0421402335906989,0.686476896412209,0.5584043080145271
saturday,24,0.0,94.06998622043666,0.760756326603572,2.594402140322222,0.3612891069794395,0.7111338999625931
