level,daytype,horizon,n_days,cov_emp,se,cell
0.9,saturday,15,72,0.8472222222222222,0.042399673805588435,D
0.9,sunday,15,71,0.8028169014084507,0.04721868874183584,D
0.9,weekday,15,357,0.9159663865546218,0.01468358763439853,D
0.9,all,15,500,0.89,0.013992855319769442,D
0.9,saturday,16,72,0.875,0.03897559777889522,D
0.9,sunday,16,71,0.8450704225352113,0.04294221526646172,D
0.9,weekday,16,357,0.957983193277311,0.010618333423533355,D
0.9,all,16,500,0.93,0.011410521460476728,D
0.9,saturday,17,72,0.9583333333333334,0.023549756885851616,D
0.9,sunday,17,71,0.8732394366197183,0.039484766709934636,D
0.9,weekday,17,357,0.9635854341736695,0.009913992208905365,D
0.9,all,17,500,0.95,0.00974679434480897,D
0.9,saturday,18,72,0.9305555555555556,0.029958747929501813,D
0.9,sunday,18,71,0.9014084507042254,0.03537948313367657,D
0.9,weekday,18,357,0.9719887955182073,0.008732978947832332,D
0.9,all,18,500,0.956,0.009172131704244116,D
0.9,saturday,19,72,0.875,0.03897559777889522,D
0.9,sunday,19,71,0.9014084507042254,0.03537948313367657,D
0.9,weekday,19,357,0.969187675070028,0.009146018337792855,D
0.9,all,19,500,0.946,0.010107818755794947,D
0.9,saturday,20,72,0.875,0.03897559777889522,D
0.9,sunday,20,71,0.9154929577464789,0.03300994345777757,D
0.9,weekday,20,357,0.9803921568627451,0.007338050868285495,D
0.9,all,20,500,0.956,0.009172131704244116,D
0.9,saturday,21,72,0.875,0.03897559777889522,D
0.9,sunday,21,71,0.9295774647887324,0.030364731614087568,D
0.9,weekday,21,357,0.9775910364145658,0.007833491613478237,D
0.9,all,21,500,0.956,0.009172131704244116,D
0.9,saturday,22,72,0.9305555555555556,0.029958747929501813,D
0.9,sunday,22,71,0.9295774647887324,0.030364731614087568,D
0.9,weekday,22,357,0.9747899159663865,0.008296760478906587,D
0.9,all,22,500,0.962,0.008550555537507495,D
0.9,saturday,23,72,0.9444444444444444,0.026995147661320842,D
0.9,sunday,23,71,0.9436619718309859,0.027364018409871668,D
0.9,weekday,23,357,0.9775910364145658,0.007833491613478237,D
0.9,all,23,500,0.968,0.007870959280799264,D
0.9,saturday,24,72,0.9444444444444444,0.026995147661320842,D
0.9,sunday,24,71,0.9295774647887324,0.030364731614087568,D
0.9,weekday,24,357,0.9635854341736695,0.009913992208905365,D
0.9,all,24,500,0.956,0.009172131704244116,D
0.95,saturday,1,72,0.8333333333333334,0.04392052305789415,D
0.95,sunday,1,71,0.8028169014084507,0.04721868874183584,D
0.95,weekday,1,357,0.8739495798319328,0.017566337790535826,D
0.95,all,1,500,0.858,0.01560999679692472,D
0.95,saturday,2,72,0.8472222222222222,0.042399673805588435,D
0.95,sunday,2,71,0.9295774647887324,0.030364731614087568,D
0.95,weekday,2,357,0.9327731092436975,0.013253342257555934,D
0.95,all,2,500,0.92,0.012132600710482479,D
0.95,saturday,3,72,0.9305555555555556,0.029958747929501813,D
0.95,sunday,3,71,0.971830985915493,0.019635954637023313,D
0.95,weekday,3,357,0.9467787114845938,0.011880448237326443,D
0.95,all,3,500,0.948,0.009929350431926557,D
0.95,saturday,4,72,0.9444444444444444,0.026995147661320842,D
0.95,sunday,4,71,0.971830985915493,0.019635954637023313,D
0.95,weekday,4,357,0.9551820728291317,0.01095052287292284,D
0.95,all,4,500,0.956,0.009172131704244116,D
0.95,saturday,5,72,0.9027777777777778,0.03491459057638508,D
0.95,sunday,5,71,0.9436619718309859,0.027364018409871668,D
0.95,weekday,5,357,0.957983193277311,0.010618333423533355,D
0.95,all,5,500,0.948,0.009929350431926557,D
0.95,saturday,6,72,0.7777777777777778,0.04899539464934427,D
0.95,sunday,6,71,0.8028169014084507,0.04721868874183584,D
0.95,weekday,6,357,0.9467787114845938,0.011880448237326443,D
0.95,all,6,500,0.902,0.013296315279053816,D
0.95,saturday,7,72,0.625,0.057054433073454806,D
0.95,sunday,7,71,0.647887323943662,0.05668411847740348,D
0.95,weekday,7,357,0.9551820728291317,0.01095052287292284,D
0.95,all,7,500,0.864,0.01532997064576446,D
0.95,saturday,8,72,0.6111111111111112,0.057452192805513225,D
0.95,sunday,8,71,0.5915492957746479,0.05833592935857883,D
0.95,weekday,8,357,0.9663865546218487,0.00953889012622683,D
0.95,all,8,500,0.862,0.01542439626046997,D
0.95,saturday,9,72,0.7777777777777778,0.04899539464934427,D
0.95,sunday,9,71,0.5915492957746479,0.05833592935857883,D
0.95,weekday,9,357,0.957983193277311,0.010618333423533355,D
0.95,all,9,500,0.88,0.014532721699667961,D
0.95,saturday,10,72,0.8194444444444444,0.04533137969344014,D
0.95,sunday,10,71,0.676056338028169,0.0555388667156425,D
0.95,weekday,10,357,0.9439775910364145,0.012171038160689903,D
0.95,all,10,500,0.888,0.014103616557464968,D
0.95,saturday,11,72,0.8333333333333334,0.04392052305789415,D
0.95,sunday,11,71,0.7464788732394366,0.051628162017765496,D
0.95,weekday,11,357,0.9215686274509803,0.01422900855475359,D
0.95,all,11,500,0.884,0.014320893826853127,D
0.95,saturday,12,72,0.8611111111111112,0.04075652051309955,D
0.95,sunday,12,71,0.7605633802816901,0.05064467838459024,D
0.95,weekday,12,357,0.9355742296918768,0.012993759591228582,D
0.95,all,12,500,0.9,0.013416407864998736,D
0.95,saturday,13,72,0.8888888888888888,0.03703703703703704,D
0.95,sunday,13,71,0.8450704225352113,0.04294221526646172,D
0.95,weekday,13,357,0.9495798319327731,0.011580672433137902,D
0.95,all,13,500,0.926,0.011706750189527404,D
0.95,saturday,14,72,0.9166666666666666,0.03257233166544049,D
0.95,sunday,14,71,0.8450704225352113,0.04294221526646172,D
0.95,weekday,14,357,0.9719887955182073,0.008732978947832332,D
0.95,all,14,500,0.946,0.010107818755794947,D
0.95,saturday,15,72,0.9444444444444444,0.026995147661320842,D
0.95,sunday,15,71,0.8732394366197183,0.039484766709934636,D
0.95,weekday,15,357,0.9747899159663865,0.008296760478906587,D
0.95,all,15,500,0.956,0.009172131704244116,D
0.95,saturday,16,72,0.9722222222222222,0.019367130243844344,D
0.95,sunday,16,71,0.9014084507042254,0.03537948313367657,D
0.95,weekday,16,357,0.9803921568627451,0.007338050868285495,D
0.95,all,16,500,0.968,0.007870959280799264,D
0.95,saturday,17,72,0.9583333333333334,0.023549756885851616,D
0.95,sunday,17,71,0.9436619718309859,0.027364018409871668,D
0.95,weekday,17,357,0.9859943977591037,0.006219479056869686,D
0.95,all,17,500,0.976,0.006844559883586383,D
0.95,saturday,18,72,0.9861111111111112,0.0137921010275613,D
0.95,sunday,18,71,0.9859154929577465,0.013984968642741166,D
0.95,weekday,18,357,0.988795518207283,0.005570767383855156,D
0.95,all,18,500,0.988,0.004869496893930627,D
0.95,saturday,19,72,0.9722222222222222,0.019367130243844344,D
0.95,sunday,19,71,0.971830985915493,0.019635954637023313,D
0.95,weekday,19,357,0.9859943977591037,0.006219479056869686,D
0.95,all,19,500,0.982,0.005945754788082,D
0.95,saturday,20,72,0.9444444444444444,0.026995147661320842,D
0.95,sunday,20,71,0.9577464788732394,0.0238741303445037,D
0.95,weekday,20,357,0.988795518207283,0.005570767383855156,D
0.95,all,20,500,0.978,0.006559878047646925,D
0.95,saturday,21,72,0.9583333333333334,0.023549756885851616,D
0.95,sunday,21,71,0.971830985915493,0.019635954637023313,D
0.95,weekday,21,357,0.9971988795518207,0.0027971945591467244,D
0.95,all,21,500,0.988,0.004869496893930627,D
0.95,saturday,22,72,0.9722222222222222,0.019367130243844344,D
0.95,sunday,22,71,0.971830985915493,0.019635954637023313,D
0.95,weekday,22,357,0.9971988795518207,0.0027971945591467244,D
0.95,all,22,500,0.99,0.0044497190922574,D
0.95,saturday,23,72,0.9861111111111112,0.0137921010275613,D
0.95,sunday,23,71,0.9577464788732394,0.0238741303445037,D
0.95,weekday,23,357,0.9859943977591037,0.006219479056869686,D
0.95,all,23,500,0.982,0.005945754788082,D
0.95,saturday,24,72,0.9722222222222222,0.019367130243844344,D
0.95,sunday,24,71,0.9436619718309859,0.027364018409871668,D
0.95,weekday,24,357,0.9831932773109243,0.006803413371659935,D
0.95,all,24,500,0.976,0.006844559883586383,D
0.99,saturday,1,72,0.9305555555555556,0.029958747929501813,D
0.99,sunday,1,71,0.9295774647887324,0.030364731614087568,D
0.99,weekday,1,357,0.9355742296918768,0.012993759591228582,D
0.99,all,1,500,0.934,0.01110351295761841,D
0.99,saturday,2,72,0.9861111111111112,0.0137921010275613,D
0.99,sunday,2,71,0.971830985915493,0.019635954637023313,D
0.99,weekday,2,357,0.969187675070028,0.009146018337792855,D
0.99,all,2,500,0.972,0.0073778045514909145,D
0.99,saturday,3,72,0.9861111111111112,0.0137921010275613,D
0.99,sunday,3,71,0.9859154929577465,0.013984968642741166,D
0.99,weekday,3,357,0.9831932773109243,0.006803413371659935,D
0.99,all,3,500,0.984,0.00561141693336006,D
0.99,saturday,4,72,0.9861111111111112,0.0137921010275613,D
0.99,sunday,4,71,0.9859154929577465,0.013984968642741166,D
0.99,weekday,4,357,0.9803921568627451,0.007338050868285495,D
0.99,all,4,500,0.982,0.005945754788082,D
0.99,saturday,5,72,0.9861111111111112,0.0137921010275613,D
0.99,sunday,5,71,0.9859154929577465,0.013984968642741166,D
0.99,weekday,5,357,0.9943977591036415,0.003950270633319207,D
0.99,all,5,500,0.992,0.003983967871356396,D
0.99,saturday,6,72,0.9444444444444444,0.026995147661320842,D
0.99,sunday,6,71,0.9436619718309859,0.027364018409871668,D
0.99,weekday,6,357,0.9971988795518207,0.0027971945591467244,D
0.99,all,6,500,0.982,0.005945754788082,D
0.99,saturday,7,72,0.875,0.03897559777889522,D
0.99,sunday,7,71,0.8732394366197183,0.039484766709934636,D
0.99,weekday,7,357,0.9915966386554622,0.004831254704963531,D
0.99,all,7,500,0.958,0.00897061870775924,D
0.99,saturday,8,72,0.8888888888888888,0.03703703703703704,D
0.99,sunday,8,71,0.7887323943661971,0.04844535246297056,D
0.99,weekday,8,357,0.988795518207283,0.005570767383855156,D
0.99,all,8,500,0.946,0.010107818755794947,D
0.99,saturday,9,72,0.9166666666666666,0.03257233166544049,D
0.99,sunday,9,71,0.8450704225352113,0.04294221526646172,D
0.99,weekday,9,357,0.988795518207283,0.005570767383855156,D
0.99,all,9,500,0.958,0.00897061870775924,D
0.99,saturday,10,72,0.9166666666666666,0.03257233166544049,D
0.99,sunday,10,71,0.9014084507042254,0.03537948313367657,D
0.99,weekday,10,357,0.9859943977591037,0.006219479056869686,D
0.99,all,10,500,0.964,0.008331146379700699,D
0.99,saturday,11,72,0.9444444444444444,0.026995147661320842,D
0.99,sunday,11,71,0.9014084507042254,0.03537948313367657,D
0.99,weekday,11,357,0.9943977591036415,0.003950270633319207,D
0.99,all,11,500,0.974,0.007116740827092135,D
0.99,saturday,12,72,0.9583333333333334,0.023549756885851616,D
0.99,sunday,12,71,0.9295774647887324,0.030364731614087568,D
0.99,weekday,12,357,0.9803921568627451,0.007338050868285495,D
0.99,all,12,500,0.97,0.007628892449104264,D
0.99,saturday,13,72,0.9861111111111112,0.0137921010275613,D
0.99,sunday,13,71,0.9154929577464789,0.03300994345777757,D
0.99,weekday,13,357,0.988795518207283,0.005570767383855156,D
0.99,all,13,500,0.978,0.006559878047646925,D
0.99,saturday,14,72,0.9722222222222222,0.019367130243844344,D
0.99,sunday,14,71,0.9295774647887324,0.030364731614087568,D
0.99,weekday,14,357,0.9943977591036415,0.003950270633319207,D
0.99,all,14,500,0.982,0.005945754788082,D
0.99,saturday,15,72,0.9861111111111112,0.0137921010275613,D
0.99,sunday,15,71,0.9577464788732394,0.0238741303445037,D
0.99,weekday,15,357,0.9943977591036415,0.003950270633319207,D
0.99,all,15,500,0.988,0.004869496893930627,D
0.99,saturday,16,72,0.9722222222222222,0.019367130243844344,D
0.99,sunday,16,71,0.971830985915493,0.019635954637023313,D
0.99,weekday,16,357,0.9971988795518207,0.0027971945591467244,D
0.99,all,16,500,0.99,0.0044497190922574,D
0.99,saturday,17,72,0.9861111111111112,0.0137921010275613,D
0.99,sunday,17,71,0.9859154929577465,0.013984968642741166,D
0.99,weekday,17,357,0.9915966386554622,0.004831254704963531,D
0.99,all,17,500,0.99,0.0044497190922574,D
0.99,saturday,18,72,0.9861111111111112,0.0137921010275613,D
0.99,sunday,18,71,1.0,0.0,D
0.99,weekday,18,357,0.9971988795518207,0.0027971945591467244,D
0.99,all,18,500,0.996,0.002822764602300377,D
0.99,saturday,19,72,1.0,0.0,D
0.99,sunday,19,71,1.0,0.0,D
0.99,weekday,19,357,0.9943977591036415,0.003950270633319207,D
0.99,all,19,500,0.996,0.002822764602300377,D
0.99,saturday,20,72,1.0,0.0,D
0.99,sunday,20,71,1.0,0.0,D
0.99,weekday,20,357,0.9971988795518207,0.0027971945591467244,D
0.99,all,20,500,0.998,0.001997998998998749,D
0.99,saturday,21,72,0.9861111111111112,0.0137921010275613,D
0.99,sunday,21,71,0.971830985915493,0.019635954637023313,D
0.99,weekday,21,357,1.0,0.0,D
0.99,all,21,500,0.994,0.0034536936748935927,D
0.99,saturday,22,72,0.9861111111111112,0.0137921010275613,D
0.99,sunday,22,71,0.9859154929577465,0.013984968642741166,D
0.99,weekday,22,357,1.0,0.0,D
0.99,all,22,500,0.996,0.002822764602300377,D
0.99,saturday,23,72,1.0,0.0,D
0.99,sunday,23,71,0.9859154929577465,0.013984968642741166,D
0.99,weekday,23,357,1.0,0.0,D
0.99,all,23,500,0.998,0.001997998998998749,D
0.99,saturday,24,72,1.0,0.0,D
0.99,sunday,24,71,0.9859154929577465,0.013984968642741166,D
0.99,weekday,24,357,0.9971988795518207,0.0027971945591467244,D
0.99,all,24,500,0.996,0.002822764602300377,D
0.5,saturday,1,72,0.5138888888888888,0.058902827083330896,E
0.5,sunday,1,71,0.4225352112676056,0.05862259412843413,E
0.5,weekday,1,357,0.4565826330532213,0.026362849053484932,E
0.5,all,1,500,0.46,0.022289010745208053,E
0.5,saturday,2,72,0.5694444444444444,0.05835445678683116,E
0.5,sunday,2,71,0.5070422535211268,0.05933319697178108,E
0.5,weekday,2,357,0.5238095238095238,0.02643278599169621,E
0.5,all,2,500,0.528,0.022325590697672478,E
0.5,saturday,3,72,0.6111111111111112,0.057452192805513225,E
0.5,sunday,3,71,0.5492957746478874,0.059049982004012076,E
0.5,weekday,3,357,0.5686274509803921,0.026212355852940027,E
0.5,all,3,500,0.572,0.022127629787213995,E
0.5,saturday,4,72,0.6527777777777778,0.05610740575713344,E
0.5,sunday,4,71,0.5492957746478874,0.059049982004012076,E
0.5,weekday,4,357,0.5882352941176471,0.026047496633532213,E
0.5,all,4,500,0.592,0.021978898971513564,E
0.5,saturday,5,72,0.5416666666666666,0.058720605990582514,E
0.5,sunday,5,71,0.5211267605633803,0.059286088431625354,E
0.5,weekday,5,357,0.5686274509803921,0.026212355852940027,E
0.5,all,5,500,0.558,0.022209727598509622,E
0.5,saturday,6,72,0.2777777777777778,0.05278589931014528,E
0.5,sunday,6,71,0.38028169014084506,0.05761302746414258,E
0.5,weekday,6,357,0.5882352941176471,0.026047496633532213,E
0.5,all,6,500,0.514,0.022351912669836556,E
0.5,saturday,7,72,0.05555555555555555,0.026995147661320835,E
0.5,sunday,7,71,0.056338028169014086,0.02736401840987166,E
0.5,weekday,7,357,0.6190476190476191,0.02570178384849305,E
0.5,all,7,500,0.458,0.022281651644346298,E
0.5,saturday,8,72,0.027777777777777776,0.01936713024384434,E
0.5,sunday,8,71,0.014084507042253521,0.013984968642741177,E
0.5,weekday,8,357,0.6526610644257703,0.025199184072002254,E
0.5,all,8,500,0.472,0.022325590697672478,E
0.5,saturday,9,72,0.125,0.03897559777889522,E
0.5,sunday,9,71,0.056338028169014086,0.02736401840987166,E
0.5,weekday,9,357,0.5658263305322129,0.02623247149638368,E
0.5,all,9,500,0.43,0.022140460699813815,E
0.5,saturday,10,72,0.16666666666666666,0.04392052305789416,E
0.5,sunday,10,71,0.15492957746478872,0.04294221526646171,E
0.5,weekday,10,357,0.5126050420168067,0.026454395668474198,E
0.5,all,10,500,0.412,0.02201163328787757,E
0.5,saturday,11,72,0.19444444444444445,0.04664222611020807,E
0.5,sunday,11,71,0.22535211267605634,0.049585399087381056,E
0.5,weekday,11,357,0.4789915966386555,0.026439437004191657,E
0.5,all,11,500,0.402,0.021926969694875762,E
0.5,saturday,12,72,0.3194444444444444,0.05494943273365379,E
0.5,sunday,12,71,0.30985915492957744,0.054880979931595526,E
0.5,weekday,12,357,0.4425770308123249,0.026287710147310194,E
0.5,all,12,500,0.406,0.021961967125009547,E
0.5,saturday,13,72,0.3611111111111111,0.05660657065109946,E
0.5,sunday,13,71,0.36619718309859156,0.057174899223846616,E
0.5,weekday,13,357,0.5042016806722689,0.02646187182961496,E
0.5,all,13,500,0.464,0.022302645582979615,E
0.5,saturday,14,72,0.4166666666666667,0.05810139073153302,E
0.5,sunday,14,71,0.43661971830985913,0.05886041495942303,E
0.5,weekday,14,357,0.5602240896358543,0.026270146811970815,E
0.5,all,14,500,0.522,0.0223390241505756,E
0.5,saturday,15,72,0.4027777777777778,0.05780088420918413,E
0.5,sunday,15,71,0.43661971830985913,0.05886041495942303,E
0.5,weekday,15,357,0.5854341736694678,0.026073640701101308,E
0.5,all,15,500,0.538,0.022296008611408454,E
0.5,saturday,16,72,0.4166666666666667,0.05810139073153302,E
0.5,sunday,16,71,0.5352112676056338,0.05919175887556613,E
0.5,weekday,16,357,0.6022408963585434,0.025903656832346272,E
0.5,all,16,500,0.566,0.02216501748251059,E
0.5,saturday,17,72,0.375,0.057054433073454806,E
0.5,sunday,17,71,0.5633802816901409,0.05886041495942303,E
0.5,weekday,17,357,0.6582633053221288,0.025102184789382795,E
0.5,all,17,500,0.604,0.02187162545399861,E
0.5,saturday,18,72,0.3194444444444444,0.05494943273365379,E
0.5,sunday,18,71,0.5352112676056338,0.05919175887556613,E
0.5,weekday,18,357,0.6106442577030813,0.025806750481467067,E
0.5,all,18,500,0.558,0.022209727598509622,E
0.5,saturday,19,72,0.2916666666666667,0.05356683548799136,E
0.5,sunday,19,71,0.5211267605633803,0.059286088431625354,E
0.5,weekday,19,357,0.6106442577030813,0.025806750481467067,E
0.5,all,19,500,0.552,0.02223942445298439,E
0.5,saturday,20,72,0.2222222222222222,0.04899539464934427,E
0.5,sunday,20,71,0.4788732394366197,0.05928608843162535,E
0.5,weekday,20,357,0.6666666666666666,0.02494937295217066,E
0.5,all,20,500,0.576,0.022100859711784968,E
0.5,saturday,21,72,0.2361111111111111,0.0500503433112029,E
0.5,sunday,21,71,0.4225352112676056,0.05862259412843413,E
0.5,weekday,21,357,0.6946778711484594,0.024374558904870742,E
0.5,all,21,500,0.59,0.02199545407578575,E
0.5,saturday,22,72,0.2638888888888889,0.05194167979702981,E
0.5,sunday,22,71,0.5352112676056338,0.05919175887556613,E
0.5,weekday,22,357,0.7310924369747899,0.023466782386061574,E
0.5,all,22,500,0.636,0.02151762068631195,E
0.5,saturday,23,72,0.5277777777777778,0.05883456031082794,E
0.5,sunday,23,71,0.6056338028169014,0.05799969641766592,E
0.5,weekday,23,357,0.7843137254901961,0.02176817669904394,E
0.5,all,23,500,0.722,0.020035768016225385,E
0.5,saturday,24,72,0.7083333333333334,0.05356683548799136,E
0.5,sunday,24,71,0.5633802816901409,0.05886041495942303,E
0.5,weekday,24,357,0.7310924369747899,0.023466782386061574,E
0.5,all,24,500,0.704,0.020414896521902825,E
0.6827,saturday,1,72,0.6388888888888888,0.05660657065109947,E
0.6827,sunday,1,71,0.5774647887323944,0.05862259412843413,E
0.6827,weekday,1,357,0.6106442577030813,0.025806750481467067,E
0.6827,all,1,500,0.61,0.02181284025522582,E
0.6827,saturday,2,72,0.7222222222222222,0.05278589931014528,E
0.6827,sunday,2,71,0.7183098591549296,0.05338417835400071,E
0.6827,weekday,2,357,0.6862745098039216,0.024557815336672527,E
0.6827,all,2,500,0.696,0.020571047615520217,E
0.6827,saturday,3,72,0.75,0.05103103630798288,E
0.6827,sunday,3,71,0.7605633802816901,0.05064467838459024,E
0.6827,weekday,3,357,0.7366946778711485,0.023309849895479486,E
0.6827,all,3,500,0.742,0.019567115270269147,E
0.6827,saturday,4,72,0.7222222222222222,0.05278589931014528,E
0.6827,sunday,4,71,0.7605633802816901,0.05064467838459024,E
0.6827,weekday,4,357,0.7507002801120448,0.022896024238178218,E
0.6827,all,4,500,0.748,0.019416281827373642,E
0.6827,saturday,5,72,0.6944444444444444,0.0542872194424008,E
0.6827,sunday,5,71,0.6901408450704225,0.054880979931595526,E
0.6827,weekday,5,357,0.7507002801120448,0.022896024238178218,E
0.6827,all,5,500,0.734,0.019760769215797242,E
0.6827,saturday,6,72,0.4722222222222222,0.05883456031082794,E
0.6827,sunday,6,71,0.49295774647887325,0.05933319697178108,E
0.6827,weekday,6,357,0.7563025210084033,0.022721614342572503,E
0.6827,all,6,500,0.678,0.020895741192884256,E
0.6827,saturday,7,72,0.1388888888888889,0.04075652051309956,E
0.6827,sunday,7,71,0.15492957746478872,0.04294221526646171,E
0.6827,weekday,7,357,0.8011204481792717,0.02112563961130823,E
0.6827,all,7,500,0.614,0.0217717247823869,E
0.6827,saturday,8,72,0.09722222222222222,0.03491459057638508,E
0.6827,sunday,8,71,0.04225352112676056,0.023874130344503686,E
0.6827,weekday,8,357,0.8123249299719888,0.020664936548932516,E
0.6827,all,8,500,0.6,0.021908902300206645,E
0.6827,saturday,9,72,0.1527777777777778,0.042399673805588435,E
0.6827,sunday,9,71,0.1267605633802817,0.03948476670993462,E
0.6827,weekday,9,357,0.7647058823529411,0.02245011874147451,E
0.6827,all,9,500,0.586,0.0220274374360705,E
0.6827,saturday,10,72,0.2638888888888889,0.05194167979702981,E
0.6827,sunday,10,71,0.28169014084507044,0.05338417835400071,E
0.6827,weekday,10,357,0.7030812324929971,0.024181735648235326,E
0.6827,all,10,500,0.58,0.02207260745811423,E
0.6827,saturday,11,72,0.4166666666666667,0.05810139073153302,E
0.6827,sunday,11,71,0.36619718309859156,0.057174899223846616,E
0.6827,weekday,11,357,0.6414565826330533,0.025381682185379336,E
0.6827,all,11,500,0.57,0.022140460699813815,E
0.6827,saturday,12,72,0.4861111111111111,0.05890282708333089,E
0.6827,sunday,12,71,0.43661971830985913,0.05886041495942303,E
0.6827,weekday,12,357,0.6694677871148459,0.024896461738326343,E
0.6827,all,12,500,0.61,0.02181284025522582,E
0.6827,saturday,13,72,0.5277777777777778,0.05883456031082794,E
0.6827,sunday,13,71,0.5211267605633803,0.059286088431625354,E
0.6827,weekday,13,357,0.6862745098039216,0.024557815336672527,E
0.6827,all,13,500,0.64,0.02146625258399798,E
0.6827,saturday,14,72,0.5277777777777778,0.05883456031082794,E
0.6827,sunday,14,71,0.5352112676056338,0.05919175887556613,E
0.6827,weekday,14,357,0.7394957983193278,0.023229566942946415,E
0.6827,all,14,500,0.68,0.020861447696648473,E
0.6827,saturday,15,72,0.5555555555555556,0.05856069741052554,E
0.6827,sunday,15,71,0.5633802816901409,0.05886041495942303,E
0.6827,weekday,15,357,0.7619047619047619,0.022541955634816712,E
0.6827,all,15,500,0.704,0.020414896521902825,E
0.6827,saturday,16,72,0.6111111111111112,0.057452192805513225,E
0.6827,sunday,16,71,0.5915492957746479,0.05833592935857883,E
0.6827,weekday,16,357,0.7955182072829131,0.021346087037973825,E
0.6827,all,16,500,0.74,0.019616319736382767,E
0.6827,saturday,17,72,0.5833333333333334,0.058101390731533024,E
0.6827,sunday,17,71,0.7464788732394366,0.051628162017765496,E
0.6827,weekday,17,357,0.84593837535014,0.019106559542086843,E
0.6827,all,17,500,0.794,0.01808668018183547,E
0.6827,saturday,18,72,0.4861111111111111,0.05890282708333089,E
0.6827,sunday,18,71,0.7605633802816901,0.05064467838459024,E
0.6827,weekday,18,357,0.8291316526610645,0.01992087676632044,E
0.6827,all,18,500,0.77,0.018820201911775546,E
0.6827,saturday,19,72,0.4583333333333333,0.058720605990582514,E
0.6827,sunday,19,71,0.704225352112676,0.05416355065056952,E
0.6827,weekday,19,357,0.8151260504201681,0.020545472716637602,E
0.6827,all,19,500,0.748,0.019416281827373642,E
0.6827,saturday,20,72,0.4305555555555556,0.05835445678683116,E
0.6827,sunday,20,71,0.6901408450704225,0.054880979931595526,E
0.6827,weekday,20,357,0.8599439775910365,0.018367576855438984,E
0.6827,all,20,500,0.774,0.01870422412183943,E
0.6827,saturday,21,72,0.3888888888888889,0.05745219280551323,E
0.6827,sunday,21,71,0.676056338028169,0.0555388667156425,E
0.6827,weekday,21,357,0.8711484593837535,0.017731961765665105,E
0.6827,all,21,500,0.774,0.01870422412183943,E
0.6827,saturday,22,72,0.5972222222222222,0.05780088420918413,E
0.6827,sunday,22,71,0.704225352112676,0.05416355065056952,E
0.6827,weekday,22,357,0.9019607843137255,0.01573836575091292,E
0.6827,all,22,500,0.83,0.016798809481626965,E
0.6827,saturday,23,72,0.7361111111111112,0.05194167979702981,E
0.6827,sunday,23,71,0.7887323943661971,0.04844535246297056,E
0.6827,weekday,23,357,0.9243697478991597,0.013993827877956814,E
0.6827,all,23,500,0.878,0.014636666287102402,E
0.6827,saturday,24,72,0.8472222222222222,0.042399673805588435,E
0.6827,sunday,24,71,0.7887323943661971,0.04844535246297056,E
0.6827,weekday,24,357,0.8739495798319328,0.017566337790535826,E
0.6827,all,24,500,0.858,0.01560999679692472,E
0.8,saturday,1,72,0.6944444444444444,0.0542872194424008,E
0.8,sunday,1,71,0.647887323943662,0.05668411847740348,E
0.8,weekday,1,357,0.7226890756302521,0.02369327668791142,E
0.8,all,1,500,0.708,0.0203340109176719,E
0.8,saturday,2,72,0.7638888888888888,0.05005034331120291,E
0.8,sunday,2,71,0.8169014084507042,0.04589846376912448,E
0.8,weekday,2,357,0.8011204481792717,0.02112563961130823,E
0.8,all,2,500,0.798,0.01795527777562909,E
0.8,saturday,3,72,0.7916666666666666,0.04786128038920216,E
0.8,sunday,3,71,0.8309859154929577,0.04447634657729004,E
0.8,weekday,3,357,0.8543417366946778,0.01867021277113163,E
0.8,all,3,500,0.842,0.016311713582576173,E
0.8,saturday,4,72,0.8194444444444444,0.04533137969344014,E
0.8,sunday,4,71,0.8450704225352113,0.04294221526646172,E
0.8,weekday,4,357,0.8571428571428571,0.0185201063872047,E
0.8,all,4,500,0.85,0.015968719422671314,E
0.8,saturday,5,72,0.7916666666666666,0.04786128038920216,E
0.8,sunday,5,71,0.8309859154929577,0.04447634657729004,E
0.8,weekday,5,357,0.8263305322128851,0.020049545336368914,E
0.8,all,5,500,0.822,0.01710648999648964,E
0.8,saturday,6,72,0.5555555555555556,0.05856069741052554,E
0.8,sunday,6,71,0.6056338028169014,0.05799969641766592,E
0.8,weekday,6,357,0.8179271708683473,0.020424234110531955,E
0.8,all,6,500,0.75,0.019364916731037084,E
0.8,saturday,7,72,0.2916666666666667,0.05356683548799136,E
0.8,sunday,7,71,0.23943661971830985,0.05064467838459024,E
0.8,weekday,7,357,0.8683473389355743,0.017894824839037548,E
0.8,all,7,500,0.696,0.020571047615520217,E
0.8,saturday,8,72,0.20833333333333334,0.047861280389202156,E
0.8,sunday,8,71,0.11267605633802817,0.03752560865804669,E
0.8,weekday,8,357,0.8851540616246498,0.01687458673124291,E
0.8,all,8,500,0.678,0.020895741192884256,E
0.8,saturday,9,72,0.3055555555555556,0.0542872194424008,E
0.8,sunday,9,71,0.30985915492957744,0.054880979931595526,E
0.8,weekday,9,357,0.8795518207282913,0.01722648727438868,E
0.8,all,9,500,0.716,0.020166506886419373,E
0.8,saturday,10,72,0.4722222222222222,0.05883456031082794,E
0.8,sunday,10,71,0.43661971830985913,0.05886041495942303,E
0.8,weekday,10,357,0.7927170868347339,0.02145392477299269,E
0.8,all,10,500,0.696,0.020571047615520217,E
