,0,1,2,3,4,5,6,7,8,9,10
2024-11-24 14:00:00,0.4007401058036995,0.5447256540995633,0.5789767772327395,0.5457429840382838,0.48349443844395834,0.412669473523699,0.344433259029523,0.28581276622427326,0.24154735672544855,0.21447677862535408,0.20545196158516793
2020-06-28 21:00:00,0.00426715958232469,0.06264017361693917,0.06757120627380055,0.06760228558265338,0.0745383215088373,0.0865353003493986,0.10259158866661905,0.12198237374655464,0.14382836438404306,0.1670289916478039,0.19034005331439047
2024-01-22 05:00:00,0.06170365910067126,0.1543335814987681,0.182156753485658,0.20142566224730574,0.22580590716428572,0.25852292245588665,0.30129930851074094,0.3552447055047195,0.4211812405442937,0.49970262001237775,0.5910449614519029
2022-01-09 18:00:00,0.05182165080944787,0.03660951844991412,0.04007982692495249,0.04577532167843494,0.05102882903618044,0.055432201657398435,0.05912536615720595,0.06235824535695042,0.06535748343556562,0.06829439827379698,0.07128621027692064
2024-01-29 06:00:00,0.343373887172892,0.24955769327097738,0.14719969682133324,0.03259052539610512,0.1050971911625422,0.2753779912106283,0.4867631834547776,0.7454040209920755,1.0522188438093505,1.4003763100478108,1.7748864355884568
2020-12-06 16:00:00,0.17050011710231328,0.15312517332721287,0.16626872167904402,0.17742712426774995,0.18544988628394599,0.1915512894622671,0.19677509067035384,0.20187034468844037,0.20736580156110165,0.21363729968139575,0.22095161804956115
2019-01-13 13:00:00,0.044362826253704093,0.026989985237818443,0.027263916374525632,0.02874551596680102,0.029672379496056504,0.03014048127795132,0.0304085359498699,0.03069868741168585,0.031180602721747143,0.03198064743898831,0.03319337212850154
2019-06-23 23:00:00,0.037852326089312514,0.01768157272758281,0.004556970640214533,0.022034863084818362,0.033403440442245406,0.03994984091123957,0.04367766540195831,0.046282060158351436,0.04892756899459709,0.052326905355900524,0.056860090139177984
2021-02-21 07:00:00,0.1174584226677204,0.07856810653680173,0.027059326265046205,0.008746776967761391,0.03455949592964379,0.05722684415462697,0.07834860285532513,0.09675546725671208,0.11129264088376609,0.121868730933263,0.12916279565271424
2022-08-21 08:00:00,0.4693410216843369,0.4761975739387709,0.49348168176515217,0.5349496969146722,0.5772102576205446,0.6069355877421858,0.6229406745527505,0.6300649074450945,0.6327447193914685,0.6335023066989683,0.6335271129200933
2020-04-27 02:00:00,0.05194784290609832,0.03431213979036209,0.03419222657547876,0.03605897940768539,0.03790336335727143,0.03948922691052533,0.04084868829146431,0.04204072024246314,0.04311083743696172,0.04408908482915912,0.04499431744478152
2019-03-04 01:00:00,0.12651589327048982,0.2591155563837451,0.2855793855967969,0.2532555192092943,0.1984051865805497,0.1309600941215719,0.05842749538558567,0.011487339608299778,0.07266067182900549,0.12200467918725313,0.15933897405460878
2024-04-21 13:00:00,0.30798940227416244,0.2822469696297015,0.2570115324225231,0.2412124648468176,0.23306742525358964,0.22983096641951478,0.22945154111350574,0.23043190954868076,0.23174110609760415,0.23279696383650325,0.2333985206639308
2022-05-22 19:00:00,0.0549905984183668,0.024006566151270104,0.008218138554763176,0.0015861663821257071,0.008047449601446313,0.01232820813899477,0.01507303689471917,0.016654269933379363,0.017277751390442325,0.017045039230344044,0.01599370626734201
2023-12-03 19:00:00,0.0042652606214639704,0.39071695540696466,0.6900992999966546,1.0968244803548666,1.6651575859498933,2.177149245404155,2.570717446487898,2.857738019653238,3.048375539924641,3.1598831608896893,3.21813022178348
2018-07-15 10:00:00,0.10707857992358012,0.06816414469724635,0.05846023700539854,0.07226883570405594,0.09999101462028225,0.13764558669007135,0.18339743682830603,0.23439610502312694,0.28602735404119417,0.3333275307493099,0.37291593819324215
2020-01-05 20:00:00,0.05299793261068134,0.03243080810215657,0.028532691985285286,0.027559971706568317,0.027427154316556446,0.027605988488057686,0.02790424897038298,0.028229097156955152,0.028523713472890014,0.028747369119280972,0.028868274481494434
2019-11-11 02:00:00,0.23609791982497164,0.24896261358534696,0.21974219253392088,0.16989041921631776,0.11383227537394536,0.05900695307898633,0.007207538434425855,0.041939031979248746,0.089218975691253,0.1353591726795695,0.18099204778046327
2019-02-03 19:00:00,0.013286305534116288,0.03620305249340172,0.0578108094639443,0.07598517407396199,0.09055468377853523,0.1020609766732546,0.11109890188129987,0.1181911254707479,0.12380550878492441,0.12836732441435147,0.1322381754806227
2019-09-22 18:00:00,0.08180740297454066,0.18162515005115953,0.2153599514738506,0.23234469292739748,0.2465763183456257,0.25921301892083404,0.2696396336614193,0.2768611084735679,0.27991576515727007,0.2780800107365491,0.2710161402573624
2020-03-15 08:00:00,0.0374098764500268,0.006966462867611155,0.01084048283015214,0.022999951373492998,0.03143933725492782,0.03711375358796748,0.04064618502368545,0.04245956534130539,0.04284988506043713,0.04203828068138635,0.040204331294586206
2019-06-02 16:00:00,0.07746860743111975,0.056613379657464026,0.050327361588926936,0.04732562660477593,0.04558972878488413,0.04446000077084262,0.04364099366400014,0.042996382063142366,0.042467614857152336,0.042032964060943846,0.04168654338075962
2023-01-01 16:00:00,0.05881689368238514,0.07927848165473214,0.08674101079544363,0.0917595570663407,0.09633693279696343,0.10107761015870541,0.106293599048261,0.11211001611349533,0.11848041501130785,0.12521675641605828,0.13204204494086924
2018-07-02 00:00:00,0.06548201862166632,0.1537588721755448,0.16509542338889407,0.1464610269363395,0.11043405821603057,0.0690164668255341,0.032968360030944714,0.0073998268209265845,0.007861637614071377,0.015576422390609414,0.018743872889230215
