"","ALLSKY_SFC_SW_DWN","Zone","DATE"
"667",3.68,"Southwest","2020-10-27"
"668",12.48,"Southwest","2020-10-28"
"669",5.43,"Southwest","2020-10-29"
"670",5.15,"Southwest","2020-10-30"
"671",8.8,"Southwest","2020-10-31"
"672",6.12,"Southwest","2020-11-01"
"673",7.11,"Southwest","2020-11-02"
"674",6.22,"Southwest","2020-11-03"
"675",9.82,"Southwest","2020-11-04"
"676",7.28,"Southwest","2020-11-05"
"677",9.79,"Southwest","2020-11-06"
"678",9.43,"Southwest","2020-11-07"
"679",10.25,"Southwest","2020-11-08"
"680",10.18,"Southwest","2020-11-09"
"681",8.79,"Southwest","2020-11-10"
"682",9.57,"Southwest","2020-11-11"
"683",11.09,"Southwest","2020-11-12"
"684",4.11,"Southwest","2020-11-13"
"685",10.32,"Southwest","2020-11-14"
"686",1.72,"Southwest","2020-11-15"
"687",2.58,"Southwest","2020-11-16"
"688",6.75,"Southwest","2020-11-17"
"689",5.58,"Southwest","2020-11-18"
"690",7.62,"Southwest","2020-11-19"
"691",7.19,"Southwest","2020-11-20"
"692",4.07,"Southwest","2020-11-21"
"693",1.51,"Southwest","2020-11-22"
"694",2.08,"Southwest","2020-11-23"
"695",3.37,"Southwest","2020-11-24"
"696",2,"Southwest","2020-11-25"
"697",1.94,"Southwest","2020-11-26"
"698",2.01,"Southwest","2020-11-27"
"699",8.2,"Southwest","2020-11-28"
"700",7.72,"Southwest","2020-11-29"
"701",1.4,"Southwest","2020-11-30"
"702",2.18,"Southwest","2020-12-01"
"703",8.74,"Southwest","2020-12-02"
"704",3.56,"Southwest","2020-12-03"
"705",2.02,"Southwest","2020-12-04"
"706",3.32,"Southwest","2020-12-05"
"707",3.23,"Southwest","2020-12-06"
"708",8.1,"Southwest","2020-12-07"
"709",6.39,"Southwest","2020-12-08"
"710",2.89,"Southwest","2020-12-09"
"711",5.92,"Southwest","2020-12-10"
"712",6.05,"Southwest","2020-12-11"
"713",1.62,"Southwest","2020-12-12"
"714",3.09,"Southwest","2020-12-13"
"715",2.02,"Southwest","2020-12-14"
"716",5.48,"Southwest","2020-12-15"
"717",3.39,"Southwest","2020-12-16"
"718",2.98,"Southwest","2020-12-17"
"719",7.01,"Southwest","2020-12-18"
"720",1.88,"Southwest","2020-12-19"
"721",2.27,"Southwest","2020-12-20"
"722",3.33,"Southwest","2020-12-21"
"723",3.24,"Southwest","2020-12-22"
"724",4.65,"Southwest","2020-12-23"
"725",1.08,"Southwest","2020-12-24"
"726",2.77,"Southwest","2020-12-25"
"727",1.8,"Southwest","2020-12-26"
"728",2.69,"Southwest","2020-12-27"
"729",1.67,"Southwest","2020-12-28"
"730",5.29,"Southwest","2020-12-29"
"731",2.21,"Southwest","2020-12-30"
"732",5.43,"Southwest","2020-12-31"
"733",6.89,"West","2020-01-01"
"734",5.93,"West","2020-01-02"
"735",3.63,"West","2020-01-03"
"736",2.88,"West","2020-01-04"
"737",4.34,"West","2020-01-05"
"738",9.04,"West","2020-01-06"
"739",7.49,"West","2020-01-07"
"740",5.04,"West","2020-01-08"
"741",4.89,"West","2020-01-09"
"742",2.15,"West","2020-01-10"
"743",1.33,"West","2020-01-11"
"744",5.93,"West","2020-01-12"
"745",3.03,"West","2020-01-13"
"746",4.82,"West","2020-01-14"
"747",6.7,"West","2020-01-15"
"748",2.98,"West","2020-01-16"
"749",5.88,"West","2020-01-17"
"750",2.16,"West","2020-01-18"
"751",4.64,"West","2020-01-19"
"752",7.86,"West","2020-01-20"
"753",6.74,"West","2020-01-21"
"754",6.47,"West","2020-01-22"
"755",5.13,"West","2020-01-23"
"756",2.29,"West","2020-01-24"
"757",4.02,"West","2020-01-25"
"758",3.77,"West","2020-01-26"
"759",3.47,"West","2020-01-27"
"760",3.28,"West","2020-01-28"
"761",3.83,"West","2020-01-29"
"762",4.49,"West","2020-01-30"
"763",4.75,"West","2020-01-31"
"764",4.71,"West","2020-02-01"
"765",8.03,"West","2020-02-02"
"766",9.86,"West","2020-02-03"
"767",2.17,"West","2020-02-04"
"768",7.83,"West","2020-02-05"
"769",3.63,"West","2020-02-06"
"770",6.1,"West","2020-02-07"
"771",6.07,"West","2020-02-08"
"772",5.49,"West","2020-02-09"
"773",6.75,"West","2020-02-10"
"774",10.4,"West","2020-02-11"
"775",7.64,"West","2020-02-12"
"776",4.01,"West","2020-02-13"
"777",9.97,"West","2020-02-14"
"778",7.07,"West","2020-02-15"
"779",10.3,"West","2020-02-16"
"780",10.63,"West","2020-02-17"
"781",7.03,"West","2020-02-18"
"782",14.75,"West","2020-02-19"
"783",13.12,"West","2020-02-20"
"784",15.62,"West","2020-02-21"
"785",15.41,"West","2020-02-22"
"786",14.77,"West","2020-02-23"
"787",9.97,"West","2020-02-24"
"788",5.68,"West","2020-02-25"
"789",3.61,"West","2020-02-26"
"790",8.93,"West","2020-02-27"
"791",9.52,"West","2020-02-28"
"792",13.46,"West","2020-02-29"
"793",11.29,"West","2020-03-01"
"794",7.37,"West","2020-03-02"
"795",7.88,"West","2020-03-03"
"796",9.49,"West","2020-03-04"
"797",16.79,"West","2020-03-05"
"798",5.26,"West","2020-03-06"
"799",18.39,"West","2020-03-07"
"800",17.2,"West","2020-03-08"
"801",11.37,"West","2020-03-09"
"802",8.86,"West","2020-03-10"
"803",12.86,"West","2020-03-11"
"804",9.71,"West","2020-03-12"
"805",19.55,"West","2020-03-13"
"806",6.85,"West","2020-03-14"
"807",20.51,"West","2020-03-15"
"808",14.46,"West","2020-03-16"
"809",13.53,"West","2020-03-17"
"810",9.78,"West","2020-03-18"
"811",7.56,"West","2020-03-19"
"812",12.07,"West","2020-03-20"
"813",18.39,"West","2020-03-21"
"814",17.21,"West","2020-03-22"
"815",8.39,"West","2020-03-23"
"816",11.02,"West","2020-03-24"
"817",20.47,"West","2020-03-25"
"818",9.35,"West","2020-03-26"
"819",11.24,"West","2020-03-27"
"820",6.65,"West","2020-03-28"
"821",14.45,"West","2020-03-29"
"822",5.63,"West","2020-03-30"
"823",9.02,"West","2020-03-31"
"824",15.27,"West","2020-04-01"
"825",22.04,"West","2020-04-02"
"826",24.38,"West","2020-04-03"
"827",17.78,"West","2020-04-04"
"828",17.68,"West","2020-04-05"
"829",19.53,"West","2020-04-06"
"830",7.5,"West","2020-04-07"
"831",22.35,"West","2020-04-08"
"832",16.13,"West","2020-04-09"
"833",19.59,"West","2020-04-10"
"834",24.14,"West","2020-04-11"
"835",11.3,"West","2020-04-12"
"836",12.11,"West","2020-04-13"
"837",17.13,"West","2020-04-14"
"838",12.37,"West","2020-04-15"
"839",17.93,"West","2020-04-16"
"840",7.47,"West","2020-04-17"
"841",24.65,"West","2020-04-18"
"842",16.7,"West","2020-04-19"
"843",25.66,"West","2020-04-20"
"844",20.42,"West","2020-04-21"
"845",14.33,"West","2020-04-22"
"846",7.97,"West","2020-04-23"
"847",18.06,"West","2020-04-24"
"848",19.64,"West","2020-04-25"
"849",16.21,"West","2020-04-26"
"850",24.25,"West","2020-04-27"
"851",22.19,"West","2020-04-28"
"852",7.78,"West","2020-04-29"
"853",10.65,"West","2020-04-30"
"854",25.1,"West","2020-05-01"
"855",18.65,"West","2020-05-02"
"856",25.48,"West","2020-05-03"
"857",23.07,"West","2020-05-04"
"858",17.36,"West","2020-05-05"
"859",28.96,"West","2020-05-06"
"860",24.64,"West","2020-05-07"
"861",19.26,"West","2020-05-08"
"862",18.57,"West","2020-05-09"
"863",13.87,"West","2020-05-10"
"864",12.46,"West","2020-05-11"
"865",28.53,"West","2020-05-12"
"866",30.47,"West","2020-05-13"
"867",7,"West","2020-05-14"
"868",12.7,"West","2020-05-15"
"869",24.49,"West","2020-05-16"
"870",9.45,"West","2020-05-17"
"871",6.05,"West","2020-05-18"
"872",14.04,"West","2020-05-19"
"873",27.19,"West","2020-05-20"
"874",27.48,"West","2020-05-21"
"875",12.49,"West","2020-05-22"
"876",18.66,"West","2020-05-23"
"877",25.36,"West","2020-05-24"
"878",25.14,"West","2020-05-25"
"879",28.57,"West","2020-05-26"
"880",19.19,"West","2020-05-27"
"881",18.58,"West","2020-05-28"
"882",14.12,"West","2020-05-29"
"883",25.4,"West","2020-05-30"
"884",31.18,"West","2020-05-31"
"885",29.42,"West","2020-06-01"
"886",27.85,"West","2020-06-02"
"887",24.33,"West","2020-06-03"
"888",23.81,"West","2020-06-04"
"889",26.1,"West","2020-06-05"
"890",28.75,"West","2020-06-06"
"891",29.88,"West","2020-06-07"
"892",29.85,"West","2020-06-08"
"893",26.75,"West","2020-06-09"
"894",24.11,"West","2020-06-10"
"895",29.94,"West","2020-06-11"
"896",28.14,"West","2020-06-12"
"897",30,"West","2020-06-13"
"898",31.94,"West","2020-06-14"
"899",30,"West","2020-06-15"
"900",30.4,"West","2020-06-16"
"901",30.55,"West","2020-06-17"
"902",28.36,"West","2020-06-18"
"903",25.82,"West","2020-06-19"
"904",27.4,"West","2020-06-20"
"905",18.11,"West","2020-06-21"
"906",17.47,"West","2020-06-22"
"907",17.13,"West","2020-06-23"
"908",21.27,"West","2020-06-24"
"909",25.5,"West","2020-06-25"
"910",21.98,"West","2020-06-26"
"911",20.43,"West","2020-06-27"
"912",29.85,"West","2020-06-28"
"913",29.96,"West","2020-06-29"
"914",28.76,"West","2020-06-30"
"915",28.25,"West","2020-07-01"
"916",29.02,"West","2020-07-02"
"917",28.44,"West","2020-07-03"
"918",27.5,"West","2020-07-04"
"919",29.19,"West","2020-07-05"
"920",26.99,"West","2020-07-06"
"921",25.7,"West","2020-07-07"
"922",23.51,"West","2020-07-08"
"923",27.09,"West","2020-07-09"
"924",18.58,"West","2020-07-10"
"925",25.81,"West","2020-07-11"
"926",21.39,"West","2020-07-12"
"927",24.67,"West","2020-07-13"
"928",26.56,"West","2020-07-14"
"929",25.51,"West","2020-07-15"
"930",9.12,"West","2020-07-16"
"931",29.16,"West","2020-07-17"
"932",26.58,"West","2020-07-18"
"933",7.9,"West","2020-07-19"
"934",25.44,"West","2020-07-20"
"935",17.73,"West","2020-07-21"
"936",17.46,"West","2020-07-22"
"937",23.02,"West","2020-07-23"
"938",27.4,"West","2020-07-24"
"939",26.69,"West","2020-07-25"
"940",26.06,"West","2020-07-26"
"941",17.71,"West","2020-07-27"
"942",26.38,"West","2020-07-28"
"943",21.13,"West","2020-07-29"
"944",21.64,"West","2020-07-30"
"945",25.85,"West","2020-07-31"
"946",12.12,"West","2020-08-01"
"947",8.06,"West","2020-08-02"
"948",19.68,"West","2020-08-03"
"949",16.51,"West","2020-08-04"
"950",24.87,"West","2020-08-05"
"951",25.65,"West","2020-08-06"
"952",26.25,"West","2020-08-07"
"953",26.52,"West","2020-08-08"
"954",22.49,"West","2020-08-09"
"955",22.52,"West","2020-08-10"
"956",18.16,"West","2020-08-11"
"957",24.71,"West","2020-08-12"
"958",22.47,"West","2020-08-13"
"959",17.2,"West","2020-08-14"
"960",20.08,"West","2020-08-15"
"961",13.71,"West","2020-08-16"
"962",20.08,"West","2020-08-17"
"963",23.93,"West","2020-08-18"
"964",23.28,"West","2020-08-19"
"965",25.01,"West","2020-08-20"
"966",24.45,"West","2020-08-21"
"967",24.11,"West","2020-08-22"
"968",22.85,"West","2020-08-23"
"969",21.42,"West","2020-08-24"
"970",20.26,"West","2020-08-25"
"971",11.1,"West","2020-08-26"
"972",19.05,"West","2020-08-27"
"973",7.33,"West","2020-08-28"
"974",17.26,"West","2020-08-29"
"975",21.72,"West","2020-08-30"
"976",22.74,"West","2020-08-31"
"977",18.33,"West","2020-09-01"
"978",14.85,"West","2020-09-02"
"979",22.15,"West","2020-09-03"
"980",23.55,"West","2020-09-04"
"981",9.9,"West","2020-09-05"
"982",12.06,"West","2020-09-06"
"983",15.41,"West","2020-09-07"
"984",7.67,"West","2020-09-08"
"985",8.51,"West","2020-09-09"
"986",7.83,"West","2020-09-10"
"987",20.3,"West","2020-09-11"
"988",17.49,"West","2020-09-12"
"989",18.3,"West","2020-09-13"
"990",16.37,"West","2020-09-14"
"991",15.62,"West","2020-09-15"
"992",15.33,"West","2020-09-16"
"993",19.49,"West","2020-09-17"
"994",20.28,"West","2020-09-18"
"995",21.41,"West","2020-09-19"
"996",20.92,"West","2020-09-20"
"997",19.73,"West","2020-09-21"
"998",15.99,"West","2020-09-22"
"999",17.88,"West","2020-09-23"
"1000",16.33,"West","2020-09-24"
"1001",17.46,"West","2020-09-25"
"1002",15.53,"West","2020-09-26"
"1003",14.46,"West","2020-09-27"
"1004",5.29,"West","2020-09-28"
"1005",12.22,"West","2020-09-29"
"1006",8.01,"West","2020-09-30"
"1007",12.53,"West","2020-10-01"
"1008",13.94,"West","2020-10-02"
"1009",13.84,"West","2020-10-03"
"1010",5.64,"West","2020-10-04"
"1011",15.17,"West","2020-10-05"
"1012",12.8,"West","2020-10-06"
"1013",15.52,"West","2020-10-07"
"1014",15.39,"West","2020-10-08"
"1015",14.64,"West","2020-10-09"
"1016",8.83,"West","2020-10-10"
"1017",15.1,"West","2020-10-11"
"1018",9.67,"West","2020-10-12"
"1019",16,"West","2020-10-13"
"1020",7.82,"West","2020-10-14"
"1021",2.01,"West","2020-10-15"
"1022",14.91,"West","2020-10-16"
"1023",14.56,"West","2020-10-17"
"1024",5.48,"West","2020-10-18"
"1025",4.64,"West","2020-10-19"
"1026",10.13,"West","2020-10-20"
"1027",8.92,"West","2020-10-21"
"1028",4.18,"West","2020-10-22"
"1029",10.31,"West","2020-10-23"
"1030",8.69,"West","2020-10-24"
"1031",4.85,"West","2020-10-25"
"1032",3.69,"West","2020-10-26"
"1033",3.12,"West","2020-10-27"
"1034",13.04,"West","2020-10-28"
"1035",5.89,"West","2020-10-29"
"1036",7.02,"West","2020-10-30"
"1037",12.25,"West","2020-10-31"
"1038",5.64,"West","2020-11-01"
"1039",11.48,"West","2020-11-02"
"1040",11.54,"West","2020-11-03"
"1041",12.03,"West","2020-11-04"
"1042",6.91,"West","2020-11-05"
"1043",9.8,"West","2020-11-06"
"1044",10.28,"West","2020-11-07"
"1045",10.96,"West","2020-11-08"
"1046",10.84,"West","2020-11-09"
"1047",9.3,"West","2020-11-10"
"1048",11.32,"West","2020-11-11"
"1049",11.41,"West","2020-11-12"
"1050",5.48,"West","2020-11-13"
"1051",9.48,"West","2020-11-14"
"1052",3.74,"West","2020-11-15"
"1053",8.67,"West","2020-11-16"
"1054",5.19,"West","2020-11-17"
"1055",10.06,"West","2020-11-18"
"1056",7.56,"West","2020-11-19"
"1057",7.63,"West","2020-11-20"
"1058",8.13,"West","2020-11-21"
"1059",1.85,"West","2020-11-22"
"1060",5.44,"West","2020-11-23"
"1061",3.62,"West","2020-11-24"
"1062",1.47,"West","2020-11-25"
"1063",2.34,"West","2020-11-26"
"1064",3.18,"West","2020-11-27"
"1065",9.09,"West","2020-11-28"
"1066",7.08,"West","2020-11-29"
"1067",1.77,"West","2020-11-30"
"1068",2.5,"West","2020-12-01"
"1069",9.09,"West","2020-12-02"
"1070",7.5,"West","2020-12-03"
"1071",4.82,"West","2020-12-04"
"1072",4.73,"West","2020-12-05"
"1073",4.72,"West","2020-12-06"
"1074",4.73,"West","2020-12-07"
"1075",6.38,"West","2020-12-08"
"1076",2.72,"West","2020-12-09"
"1077",8.3,"West","2020-12-10"
"1078",6.76,"West","2020-12-11"
"1079",2.81,"West","2020-12-12"
"1080",3.58,"West","2020-12-13"
"1081",4.5,"West","2020-12-14"
"1082",7.32,"West","2020-12-15"
"1083",3.35,"West","2020-12-16"
"1084",2.95,"West","2020-12-17"
"1085",4.86,"West","2020-12-18"
"1086",2.4,"West","2020-12-19"
"1087",2.75,"West","2020-12-20"
"1088",4.53,"West","2020-12-21"
"1089",4.99,"West","2020-12-22"
"1090",6.03,"West","2020-12-23"
"1091",2.46,"West","2020-12-24"
"1092",3.39,"West","2020-12-25"
"1093",3.54,"West","2020-12-26"
"1094",5.04,"West","2020-12-27"
"1095",3.32,"West","2020-12-28"
"1096",8.45,"West","2020-12-29"
"1097",2.44,"West","2020-12-30"
"1098",7.07,"West","2020-12-31"
"1099",6.89,"West","2020-01-01"
"1100",5.93,"West","2020-01-02"
"1101",3.63,"West","2020-01-03"
"1102",2.88,"West","2020-01-04"
"1103",4.34,"West","2020-01-05"
"1104",9.04,"West","2020-01-06"
"1105",7.49,"West","2020-01-07"
"1106",5.04,"West","2020-01-08"
"1107",4.89,"West","2020-01-09"
"1108",2.15,"West","2020-01-10"
"1109",1.33,"West","2020-01-11"
"1110",5.93,"West","2020-01-12"
"1111",3.03,"West","2020-01-13"
"1112",4.82,"West","2020-01-14"
"1113",6.7,"West","2020-01-15"
"1114",2.98,"West","2020-01-16"
"1115",5.88,"West","2020-01-17"
"1116",2.16,"West","2020-01-18"
"1117",4.64,"West","2020-01-19"
"1118",7.86,"West","2020-01-20"
"1119",6.74,"West","2020-01-21"
"1120",6.47,"West","2020-01-22"
"1121",5.13,"West","2020-01-23"
"1122",2.29,"West","2020-01-24"
"1123",4.02,"West","2020-01-25"
"1124",3.77,"West","2020-01-26"
"1125",3.47,"West","2020-01-27"
"1126",3.28,"West","2020-01-28"
"1127",3.83,"West","2020-01-29"
"1128",4.49,"West","2020-01-30"
"1129",4.75,"West","2020-01-31"
"1130",4.71,"West","2020-02-01"
"1131",8.03,"West","2020-02-02"
"1132",9.86,"West","2020-02-03"
"1133",2.17,"West","2020-02-04"
"1134",7.83,"West","2020-02-05"
"1135",3.63,"West","2020-02-06"
"1136",6.1,"West","2020-02-07"
"1137",6.07,"West","2020-02-08"
"1138",5.49,"West","2020-02-09"
"1139",6.75,"West","2020-02-10"
"1140",10.4,"West","2020-02-11"
"1141",7.64,"West","2020-02-12"
"1142",4.01,"West","2020-02-13"
"1143",9.97,"West","2020-02-14"
"1144",7.07,"West","2020-02-15"
"1145",10.3,"West","2020-02-16"
"1146",10.63,"West","2020-02-17"
"1147",7.03,"West","2020-02-18"
"1148",14.75,"West","2020-02-19"
"1149",13.12,"West","2020-02-20"
"1150",15.62,"West","2020-02-21"
"1151",15.41,"West","2020-02-22"
"1152",14.77,"West","2020-02-23"
"1153",9.97,"West","2020-02-24"
"1154",5.68,"West","2020-02-25"
"1155",3.61,"West","2020-02-26"
"1156",8.93,"West","2020-02-27"
"1157",9.52,"West","2020-02-28"
"1158",13.46,"West","2020-02-29"
"1159",11.29,"West","2020-03-01"
"1160",7.37,"West","2020-03-02"
"1161",7.88,"West","2020-03-03"
"1162",9.49,"West","2020-03-04"
"1163",16.79,"West","2020-03-05"
"1164",5.26,"West","2020-03-06"
"1165",18.39,"West","2020-03-07"
"1166",17.2,"West","2020-03-08"
"1167",11.37,"West","2020-03-09"
"1168",8.86,"West","2020-03-10"
"1169",12.86,"West","2020-03-11"
"1170",9.71,"West","2020-03-12"
"1171",19.55,"West","2020-03-13"
"1172",6.85,"West","2020-03-14"
"1173",20.51,"West","2020-03-15"
"1174",14.46,"West","2020-03-16"
"1175",13.53,"West","2020-03-17"
"1176",9.78,"West","2020-03-18"
"1177",7.56,"West","2020-03-19"
"1178",12.07,"West","2020-03-20"
"1179",18.39,"West","2020-03-21"
"1180",17.21,"West","2020-03-22"
"1181",8.39,"West","2020-03-23"
"1182",11.02,"West","2020-03-24"
"1183",20.47,"West","2020-03-25"
"1184",9.35,"West","2020-03-26"
"1185",11.24,"West","2020-03-27"
"1186",6.65,"West","2020-03-28"
"1187",14.45,"West","2020-03-29"
"1188",5.63,"West","2020-03-30"
"1189",9.02,"West","2020-03-31"
"1190",15.27,"West","2020-04-01"
"1191",22.04,"West","2020-04-02"
"1192",24.38,"West","2020-04-03"
"1193",17.78,"West","2020-04-04"
"1194",17.68,"West","2020-04-05"
"1195",19.53,"West","2020-04-06"
"1196",7.5,"West","2020-04-07"
"1197",22.35,"West","2020-04-08"
"1198",16.13,"West","2020-04-09"
"1199",19.59,"West","2020-04-10"
"1200",24.14,"West","2020-04-11"
"1201",11.3,"West","2020-04-12"
"1202",12.11,"West","2020-04-13"
"1203",17.13,"West","2020-04-14"
"1204",12.37,"West","2020-04-15"
"1205",17.93,"West","2020-04-16"
"1206",7.47,"West","2020-04-17"
"1207",24.65,"West","2020-04-18"
"1208",16.7,"West","2020-04-19"
"1209",25.66,"West","2020-04-20"
"1210",20.42,"West","2020-04-21"
"1211",14.33,"West","2020-04-22"
"1212",7.97,"West","2020-04-23"
"1213",18.06,"West","2020-04-24"
"1214",19.64,"West","2020-04-25"
"1215",16.21,"West","2020-04-26"
"1216",24.25,"West","2020-04-27"
"1217",22.19,"West","2020-04-28"
"1218",7.78,"West","2020-04-29"
"1219",10.65,"West","2020-04-30"
"1220",25.1,"West","2020-05-01"
"1221",18.65,"West","2020-05-02"
"1222",25.48,"West","2020-05-03"
"1223",23.07,"West","2020-05-04"
"1224",17.36,"West","2020-05-05"
"1225",28.96,"West","2020-05-06"
"1226",24.64,"West","2020-05-07"
"1227",19.26,"West","2020-05-08"
"1228",18.57,"West","2020-05-09"
"1229",13.87,"West","2020-05-10"
"1230",12.46,"West","2020-05-11"
"1231",28.53,"West","2020-05-12"
"1232",30.47,"West","2020-05-13"
"1233",7,"West","2020-05-14"
"1234",12.7,"West","2020-05-15"
"1235",24.49,"West","2020-05-16"
"1236",9.45,"West","2020-05-17"
"1237",6.05,"West","2020-05-18"
"1238",14.04,"West","2020-05-19"
"1239",27.19,"West","2020-05-20"
"1240",27.48,"West","2020-05-21"
"1241",12.49,"West","2020-05-22"
"1242",18.66,"West","2020-05-23"
"1243",25.36,"West","2020-05-24"
"1244",25.14,"West","2020-05-25"
"1245",28.57,"West","2020-05-26"
"1246",19.19,"West","2020-05-27"
"1247",18.58,"West","2020-05-28"
"1248",14.12,"West","2020-05-29"
"1249",25.4,"West","2020-05-30"
"1250",31.18,"West","2020-05-31"
"1251",29.42,"West","2020-06-01"
"1252",27.85,"West","2020-06-02"
"1253",24.33,"West","2020-06-03"
"1254",23.81,"West","2020-06-04"
"1255",26.1,"West","2020-06-05"
"1256",28.75,"West","2020-06-06"
"1257",29.88,"West","2020-06-07"
"1258",29.85,"West","2020-06-08"
"1259",26.75,"West","2020-06-09"
"1260",24.11,"West","2020-06-10"
"1261",29.94,"West","2020-06-11"
"1262",28.14,"West","2020-06-12"
"1263",30,"West","2020-06-13"
"1264",31.94,"West","2020-06-14"
"1265",30,"West","2020-06-15"
"1266",30.4,"West","2020-06-16"
"1267",30.55,"West","2020-06-17"
"1268",28.36,"West","2020-06-18"
"1269",25.82,"West","2020-06-19"
"1270",27.4,"West","2020-06-20"
"1271",18.11,"West","2020-06-21"
"1272",17.47,"West","2020-06-22"
"1273",17.13,"West","2020-06-23"
"1274",21.27,"West","2020-06-24"
"1275",25.5,"West","2020-06-25"
"1276",21.98,"West","2020-06-26"
"1277",20.43,"West","2020-06-27"
"1278",29.85,"West","2020-06-28"
"1279",29.96,"West","2020-06-29"
"1280",28.76,"West","2020-06-30"
"1281",28.25,"West","2020-07-01"
"1282",29.02,"West","2020-07-02"
"1283",28.44,"West","2020-07-03"
"1284",27.5,"West","2020-07-04"
"1285",29.19,"West","2020-07-05"
"1286",26.99,"West","2020-07-06"
"1287",25.7,"West","2020-07-07"
"1288",23.51,"West","2020-07-08"
"1289",27.09,"West","2020-07-09"
"1290",18.58,"West","2020-07-10"
"1291",25.81,"West","2020-07-11"
"1292",21.39,"West","2020-07-12"
"1293",24.67,"West","2020-07-13"
"1294",26.56,"West","2020-07-14"
"1295",25.51,"West","2020-07-15"
"1296",9.12,"West","2020-07-16"
"1297",29.16,"West","2020-07-17"
"1298",26.58,"West","2020-07-18"
"1299",7.9,"West","2020-07-19"
"1300",25.44,"West","2020-07-20"
"1301",17.73,"West","2020-07-21"
"1302",17.46,"West","2020-07-22"
"1303",23.02,"West","2020-07-23"
"1304",27.4,"West","2020-07-24"
"1305",26.69,"West","2020-07-25"
"1306",26.06,"West","2020-07-26"
"1307",17.71,"West","2020-07-27"
