"","X.1","X","ALLSKY_SFC_SW_DWN","Zone","DATE"
"1",1,1,2.94,"Southwest",2020-01-01
"2",2,2,3.6,"Southwest",2020-01-02
"3",3,3,2.88,"Southwest",2020-01-03
"4",4,4,3.32,"Southwest",2020-01-04
"5",5,5,2.95,"Southwest",2020-01-05
"6",6,6,2.53,"Southwest",2020-01-06
"7",7,7,3.57,"Southwest",2020-01-07
"8",8,8,4.22,"Southwest",2020-01-08
"9",9,9,4.75,"Southwest",2020-01-09
"10",10,10,1.67,"Southwest",2020-01-10
"11",11,11,1.41,"Southwest",2020-01-11
"12",12,12,4.32,"Southwest",2020-01-12
"13",13,13,2.05,"Southwest",2020-01-13
"14",14,14,1.14,"Southwest",2020-01-14
"15",15,15,2.49,"Southwest",2020-01-15
"16",16,16,4.23,"Southwest",2020-01-16
"17",17,17,6.79,"Southwest",2020-01-17
"18",18,18,1.39,"Southwest",2020-01-18
"19",19,19,5.33,"Southwest",2020-01-19
"20",20,20,6.85,"Southwest",2020-01-20
"21",21,21,4.88,"Southwest",2020-01-21
"22",22,22,5.16,"Southwest",2020-01-22
"23",23,23,4.5,"Southwest",2020-01-23
"24",24,24,4.63,"Southwest",2020-01-24
"25",25,25,2.84,"Southwest",2020-01-25
"26",26,26,3.2,"Southwest",2020-01-26
"27",27,27,3.18,"Southwest",2020-01-27
"28",28,28,5.34,"Southwest",2020-01-28
"29",29,29,8.6,"Southwest",2020-01-29
"30",30,30,7.35,"Southwest",2020-01-30
"31",31,31,4.18,"Southwest",2020-01-31
"32",32,32,4.68,"Southwest",2020-02-01
"33",33,33,4.66,"Southwest",2020-02-02
"34",34,34,9.35,"Southwest",2020-02-03
"35",35,35,6.68,"Southwest",2020-02-04
"36",36,36,10.58,"Southwest",2020-02-05
"37",37,37,5.37,"Southwest",2020-02-06
"38",38,38,9.14,"Southwest",2020-02-07
"39",39,39,10.74,"Southwest",2020-02-08
"40",40,40,6.54,"Southwest",2020-02-09
"41",41,41,5.27,"Southwest",2020-02-10
"42",42,42,4.55,"Southwest",2020-02-11
"43",43,43,8.95,"Southwest",2020-02-12
"44",44,44,7.52,"Southwest",2020-02-13
"45",45,45,7.01,"Southwest",2020-02-14
"46",46,46,10.16,"Southwest",2020-02-15
"47",47,47,6.35,"Southwest",2020-02-16
"48",48,48,13.64,"Southwest",2020-02-17
"49",49,49,3.78,"Southwest",2020-02-18
"50",50,50,6.57,"Southwest",2020-02-19
"51",51,51,12.15,"Southwest",2020-02-20
"52",52,52,14.78,"Southwest",2020-02-21
"53",53,53,13.72,"Southwest",2020-02-22
"54",54,54,13.65,"Southwest",2020-02-23
"55",55,55,14.18,"Southwest",2020-02-24
"56",56,56,11.99,"Southwest",2020-02-25
"57",57,57,6.92,"Southwest",2020-02-26
"58",58,58,9.6,"Southwest",2020-02-27
"59",59,59,8.6,"Southwest",2020-02-28
"60",60,60,10.45,"Southwest",2020-02-29
"61",61,61,10.95,"Southwest",2020-03-01
"62",62,62,12.3,"Southwest",2020-03-02
"63",63,63,5.44,"Southwest",2020-03-03
"64",64,64,8.92,"Southwest",2020-03-04
"65",65,65,14.6,"Southwest",2020-03-05
"66",66,66,7.96,"Southwest",2020-03-06
"67",67,67,17.22,"Southwest",2020-03-07
"68",68,68,16.57,"Southwest",2020-03-08
"69",69,69,10.05,"Southwest",2020-03-09
"70",70,70,9.39,"Southwest",2020-03-10
"71",71,71,10.26,"Southwest",2020-03-11
"72",72,72,14.12,"Southwest",2020-03-12
"73",73,73,9,"Southwest",2020-03-13
"74",74,74,8.65,"Southwest",2020-03-14
"75",75,75,20.33,"Southwest",2020-03-15
"76",76,76,16.85,"Southwest",2020-03-16
"77",77,77,14.52,"Southwest",2020-03-17
"78",78,78,9.12,"Southwest",2020-03-18
"79",79,79,9.82,"Southwest",2020-03-19
"80",80,80,5.48,"Southwest",2020-03-20
"81",81,81,20.54,"Southwest",2020-03-21
"82",82,82,20.72,"Southwest",2020-03-22
"83",83,83,8.99,"Southwest",2020-03-23
"84",84,84,13.95,"Southwest",2020-03-24
"85",85,85,13.87,"Southwest",2020-03-25
"86",86,86,5.59,"Southwest",2020-03-26
"87",87,87,17.93,"Southwest",2020-03-27
"88",88,88,8.37,"Southwest",2020-03-28
"89",89,89,8.35,"Southwest",2020-03-29
"90",90,90,5.82,"Southwest",2020-03-30
"91",91,91,9.01,"Southwest",2020-03-31
"92",92,92,22.95,"Southwest",2020-04-01
"93",93,93,23.25,"Southwest",2020-04-02
"94",94,94,19.21,"Southwest",2020-04-03
"95",95,95,16.68,"Southwest",2020-04-04
"96",96,96,15.44,"Southwest",2020-04-05
"97",97,97,19.39,"Southwest",2020-04-06
"98",98,98,10.51,"Southwest",2020-04-07
"99",99,99,10.79,"Southwest",2020-04-08
"100",100,100,16.16,"Southwest",2020-04-09
"101",101,101,20.78,"Southwest",2020-04-10
"102",102,102,19.32,"Southwest",2020-04-11
"103",103,103,8.56,"Southwest",2020-04-12
"104",104,104,6.63,"Southwest",2020-04-13
"105",105,105,16.15,"Southwest",2020-04-14
"106",106,106,16.24,"Southwest",2020-04-15
"107",107,107,16.91,"Southwest",2020-04-16
"108",108,108,20.17,"Southwest",2020-04-17
"109",109,109,20.76,"Southwest",2020-04-18
"110",110,110,12.43,"Southwest",2020-04-19
"111",111,111,25.54,"Southwest",2020-04-20
