Date,Pump Price,Crude Cost,Federal Excise Tax,Federal Carbon Tax,Ontario Tax,GST/HST / TPS/TVH,Wholesale Margin,Retail Margin,Region
2018-02-01,122.8,43.8,10,0,14.7,14.1,30.7,9.5,Thunder Bay
2018-03-01,125.6,47,10,0,14.7,14.4,28.1,11.4,Toronto
2018-03-01,123.6,47,10,0,14.7,14.2,31.2,6.6,Thunder Bay
2018-04-01,133.5,49.9,10,0,14.7,15.4,32.8,10.7,Toronto
2018-04-01,135.4,49.9,10,0,14.7,15.6,38.4,6.8,Thunder Bay
2018-05-01,137.1,53.7,10,0,14.7,15.8,32.3,10.6,Toronto
2018-05-01,141.8,53.7,10,0,14.7,16.3,41,6.1,Thunder Bay
2018-06-01,134.4,49.6,10,0,14.7,15.5,33.7,11,Toronto
2018-06-01,140.4,49.6,10,0,14.7,16.2,43.6,6.3,Thunder Bay
2018-07-01,135.8,55,10,0,14.7,15.6,29.2,11.3,Toronto
2018-07-01,144.1,55,10,0,14.7,16.6,38.9,8.9,Thunder Bay
2018-08-01,133.3,49,10,0,14.7,15.3,32.7,11.5,Toronto
2018-08-01,145.3,49,10,0,14.7,16.7,42.4,12.5,Thunder Bay
2018-09-01,130.1,44.9,10,0,14.7,15,33.4,12.2,Toronto
2018-09-01,145.2,44.9,10,0,14.7,16.7,46.5,12.3,Thunder Bay
2018-10-01,124,36.7,10,0,14.7,14.3,36.1,12.2,Toronto
2018-10-01,143,36.7,10,0,14.7,16.4,48.1,17,Thunder Bay
2018-11-01,111.5,23.4,10,0,14.7,12.8,40.5,10.1,Toronto
2018-11-01,135.3,23.4,10,0,14.7,15.6,50.9,20.7,Thunder Bay
2018-12-01,104.9,37.3,10,0,14.7,12.1,20.2,10.6,Toronto
2018-12-01,124.5,37.3,10,0,14.7,14.3,27.8,20.4,Thunder Bay
2019-01-01,102.7,42.4,10,0,14.7,11.8,12.8,11,Toronto
2019-01-01,118,42.4,10,0,14.7,13.6,20.1,17.2,Thunder Bay
2019-02-01,103.1,44.4,10,0,14.7,11.9,9.8,12.3,Toronto
2019-02-01,116.7,44.4,10,0,14.7,13.4,25.2,8.9,Thunder Bay
2019-03-01,114.9,47,10,0,14.7,13.2,19.7,10.3,Toronto
2019-03-01,123.4,47,10,0,14.7,14.2,31.5,6,Thunder Bay
2019-04-01,127,53.5,10,4.4,14.7,14.6,23.7,6,Toronto
2019-04-01,139.5,53.5,10,4.4,14.7,16,34.8,6,Thunder Bay
2019-05-01,127.8,50.1,10,4.4,14.7,14.7,27.9,5.9,Toronto
2019-05-01,145.4,50.1,10,4.4,14.7,16.7,35.9,13.5,Thunder Bay
2019-06-01,118.9,42.5,10,4.4,14.7,13.7,26.4,7.2,Toronto
2019-06-01,140.6,42.5,10,4.4,14.7,16.2,35,17.9,Thunder Bay
2019-07-01,125.5,46.8,10,4.4,14.7,14.4,28.9,6.3,Toronto
2019-07-01,136,46.8,10,4.4,14.7,15.6,31.7,12.8,Thunder Bay
2019-08-01,118.5,45.6,10,4.4,14.7,13.6,22.7,7.5,Toronto
2019-08-01,133.9,45.6,10,4.4,14.7,15.4,26.5,17.2,Thunder Bay
2019-09-01,116.3,46.5,10,4.4,14.7,13.4,21.2,6.2,Toronto
2019-09-01,131.4,46.5,10,4.4,14.7,15.1,26.5,14.1,Thunder Bay
2019-10-01,116.9,43.1,10,4.4,14.7,13.4,24.4,6.9,Toronto
2019-10-01,130.8,43.1,10,4.4,14.7,15,28.3,15.3,Thunder Bay
2019-11-01,116.3,43.2,10,4.4,14.7,13.4,23.7,6.9,Toronto
2019-11-01,128.6,43.2,10,4.4,14.7,14.8,28.2,13.3,Thunder Bay
2019-12-01,116.6,45.7,10,4.4,14.7,13.4,21.4,7,Toronto
2019-12-01,127.9,45.7,10,4.4,14.7,14.7,25.4,13,Thunder Bay
2020-01-01,114.5,42.2,10,4.4,14.7,13.2,23.6,6.5,Toronto
2020-01-01,127.7,42.2,10,4.4,14.7,14.7,28.2,13.5,Thunder Bay
2020-02-01,111.2,39.5,10,4.4,14.7,12.8,23.1,6.7,Toronto
2020-02-01,126.2,39.5,10,4.4,14.7,14.5,28.5,14.5,Thunder Bay
2020-03-01,87.6,25.7,10,4.4,14.7,10.1,17.4,5.4,Toronto
2020-03-01,112,25.7,10,4.4,14.7,12.9,22.1,22.3,Thunder Bay
2020-04-01,79.8,11.8,10,6.6,14.7,9.2,20.6,6.9,Toronto
2020-04-01,84.1,11.8,10,6.6,14.7,9.7,19.8,11.5,Thunder Bay
2020-05-01,90.9,26.1,10,6.6,14.7,10.5,15,8.1,Toronto
2020-05-01,100.2,26.1,10,6.6,14.7,11.5,25.4,5.8,Thunder Bay
2020-06-01,99,32.9,10,6.6,14.7,11.4,16,7.4,Toronto
2020-06-01,111.9,32.9,10,6.6,14.7,12.9,25.6,9.2,Thunder Bay
2020-07-01,104.3,33.5,10,6.6,14.7,12,20.4,7.1,Toronto
2020-07-01,117.8,33.5,10,6.6,14.7,13.6,28,11.5,Thunder Bay
2020-08-01,103.1,35,10,6.6,14.7,11.9,18.4,6.5,Toronto
2020-08-01,116.1,35,10,6.6,14.7,13.4,25.3,11.1,Thunder Bay
2020-09-01,101.6,33,10,6.6,14.7,11.7,19,6.6,Toronto
2020-09-01,116.2,33,10,6.6,14.7,13.4,26.7,11.8,Thunder Bay
2020-10-01,99.5,33.5,10,6.6,14.7,11.4,17.8,5.4,Toronto
2020-10-01,116,33.5,10,6.6,14.7,13.3,25.2,12.7,Thunder Bay
2020-11-01,98.5,33.1,10,6.6,14.7,11.3,16.7,6.1,Toronto
2020-11-01,113.4,33.1,10,6.6,14.7,13,22.8,13.1,Thunder Bay
2020-12-01,104.2,36.1,10,6.6,14.7,12,18,6.8,Toronto
2020-12-01,114.7,36.1,10,6.6,14.7,13.2,24.5,9.6,Thunder Bay
2021-01-01,110.2,39.1,10,6.6,14.7,12.7,20.3,6.8,Toronto
2021-01-01,121.5,39.1,10,6.6,14.7,14,24.9,12.2,Thunder Bay
2021-02-01,116.7,45,10,6.6,14.7,13.4,20.3,6.6,Toronto
2021-02-01,125,45,10,6.6,14.7,14.4,25.3,9,Thunder Bay
2021-03-01,123.7,49.6,10,6.6,14.7,14.2,21.2,7.4,Toronto
2021-03-01,133.2,49.6,10,6.6,14.7,15.3,26.3,10.7,Thunder Bay
2021-04-01,126.1,49.1,10,8.8,14.7,14.5,20.4,8.5,Toronto
2021-04-01,138.6,49.1,10,8.8,14.7,15.9,28.9,11.1,Thunder Bay
2021-05-01,129.2,49.4,10,8.8,14.7,14.9,25.1,6.4,Toronto
2021-05-01,138.5,49.4,10,8.8,14.7,15.9,31,8.7,Thunder Bay
2021-06-01,132.9,53,10,8.8,14.7,15.3,24.4,6.7,Toronto
2021-06-01,140.4,53,10,8.8,14.7,16.2,30.7,7,Thunder Bay
2021-07-01,136.6,56.5,10,8.8,14.7,15.7,23.6,7.3,Toronto
2021-07-01,146.2,56.5,10,8.8,14.7,16.8,31.3,8,Thunder Bay
2021-08-01,137.1,52.7,10,8.8,14.7,15.8,28.7,6.4,Toronto
2021-08-01,146.8,52.7,10,8.8,14.7,16.9,34.8,8.9,Thunder Bay
2021-09-01,137.5,56.1,10,8.8,14.7,15.8,25.6,6.4,Toronto
2021-09-01,146.6,56.1,10,8.8,14.7,16.9,31.8,8.3,Thunder Bay
2021-10-01,144.9,63,10,8.8,14.7,16.7,23.8,7.8,Toronto
2021-10-01,152.9,63,10,8.8,14.7,17.6,30.5,8.3,Thunder Bay
2021-11-01,142.1,61,10,8.8,14.7,16.3,26.4,4.8,Toronto
2021-11-01,154.1,61,10,8.8,14.7,17.7,29.8,12,Thunder Bay
